code	name	currentratio	quickratio	cashratio	c_name	currentratio_mean	quickratio_mean	cashratio_mean
300014	亿纬锂能	1.3040000200271606	0.9453999996185303	32.67449951171875	电子器件	3.2843177007371875	2.7697102116281482	96.40055774993637
600122	宏图高科	1.4529000520706177	1.1720000505447388	64.37049865722656	商业百货	1.8679153900388832	1.4780703186579458	77.51979636098002
002419	天虹股份	1.0628999471664429	0.9016000032424927	51.04460144042969	商业百货	1.8679153900388832	1.4780703186579458	77.51979636098002
603555	贵人鸟	1.6369999647140503	1.4759000539779663	40.18330001831055	服装鞋类	2.5800673353428745	1.7094898083988501	72.06705722030328
300044	赛为智能	1.122499942779541	0.6273000240325928	19.114900588989258	电子信息	3.3112987365131663	2.8753766932729947	131.68440696546588
600258	首旅酒店	0.2410999983549118	0.2354000061750412	14.416899681091309	酒店旅游	2.1070606193759223	1.8449272788835294	109.0671830032811
000759	中百集团	0.6863999962806702	0.3822999894618988	27.489900588989258	商业百货	1.8679153900388832	1.4780703186579458	77.51979636098002
300212	易华录	1.9931999444961548	0.6840000152587891	25.94260025024414	电子信息	3.3112987365131663	2.8753766932729947	131.68440696546588
300621	维业股份	1.585800051689148	1.5232000350952148	44.10309982299805	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
603883	老百姓	1.3813999891281128	0.8282999992370605	40.36859893798828	商业百货	1.8679153900388832	1.4780703186579458	77.51979636098002
600309	万华化学	0.8156999945640564	0.5727999806404114	12.847900390625	化工行业	2.529101399274973	2.0832090725848724	84.44795861611
600063	皖维高新	0.4546999931335449	0.3181000053882599	8.192700386047363	化纤行业	2.4102480149269105	1.5830879890918732	78.61266799926757
002078	太阳纸业	0.817799985408783	0.67330002784729	12.946999549865723	造纸行业	1.9475499826172988	1.5517958458513021	61.61732106407484
300457	赢合科技	1.1913000345230103	0.7494000196456909	11.07919979095459	其它行业	4.188343345345432	3.5343616801420694	162.50591042605976
000625	长安汽车	1.1378999948501587	0.9728000164031982	46.90850067138672	汽车制造	2.3937068955571044	2.0345823630398394	109.02280992620132
000523	广州浪奇	1.3868999481201172	1.0953999757766724	11.900300025939941	化工行业	2.529101399274973	2.0832090725848724	84.44795861611
