code	name	debt_values
603569	长久物流	-0.539
300514	友讯达	-0.627
000863	三湘印象	-0.033
601388	怡球资源	-0.644
000657	中钨高新	-0.512
300096	易联众	-0.563
002624	完美世界	-0.032
002355	兴民智通	-0.548
601908	京运通	-0.322
600475	华光股份	-0.481
002541	鸿路钢构	0.073
000789	万年青	-0.416
603757	大元泵业	-0.755
002280	联络互动	-0.515
603108	润达医疗	-0.669
603359	东珠生态	-0.662
603686	龙马环卫	-0.033
600505	西昌电力	-0.517
000601	韶能股份	-0.418
600128	弘业股份	-0.003
300027	华谊兄弟	-0.459
002758	华通医药	-0.613
600071	凤凰光学	-0.734
603779	威龙股份	-0.815
600218	全柴动力	-0.571
600354	敦煌种业	-0.276
603659	璞泰来	-0.731
601599	鹿港文化	-0.622
600559	老白干酒	-0.539
600518	康美药业	-0.272
000056	皇庭国际	1.033
000550	江铃汽车	-0.323
600456	宝钛股份	-0.287
600106	重庆路桥	2.624
603501	韦尔股份	-0.710
002035	华帝股份	-0.233
000931	中关村	-0.150
600293	三峡新材	-0.297
002145	中核钛白	-0.638
300131	英唐智控	-0.674
000005	世纪星源	-0.699
002266	浙富控股	-0.712
000751	锌业股份	-0.622
600624	复旦复华	-0.711
002449	国星光电	-0.596
000066	中国长城	-0.561
000700	模塑科技	-0.730
300511	雪榕生物	-0.926
002623	亚玛顿	-0.315
600075	新疆天业	-0.815
002176	江特电机	-0.655
000507	珠海港	-0.363
300370	安控科技	-0.610
002220	天宝食品	0.415
002359	北讯集团	0.130
603111	康尼机电	-0.170
300266	兴源环境	-0.626
002301	齐心集团	-0.552
600860	京城股份	-0.703
600882	广泽股份	0.416
600298	安琪酵母	-0.794
600481	双良节能	-0.248
000611	天首发展	-0.746
600284	浦东建设	0.626
002496	辉丰股份	-0.436
000514	渝开发	0.132
603117	万林股份	-0.677
000936	华西股份	-0.310
600463	空港股份	-0.508
002593	日上集团	-0.571
603916	苏博特	0.173
600158	中体产业	-0.763
600798	宁波海运	-0.654
002157	正邦科技	-0.558
603368	柳药股份	-0.172
300566	激智科技	-0.668
300385	雪浪环境	-0.638
600549	厦门钨业	-0.522
002225	濮耐股份	-0.065
002524	光正集团	-0.467
300520	科大国创	-0.531
600623	华谊集团	-0.528
600278	东方创业	0.163
300493	润欣科技	-0.632
603227	雪峰科技	-0.351
300070	碧水源	-0.018
601636	旗滨集团	-0.681
600792	云煤能源	-0.548
300215	电科院	-0.756
002547	春兴精工	-0.705
600720	祁连山	-0.573
300273	和佳股份	0.854
601200	上海环境	-0.810
002045	国光电器	-0.741
300601	康泰生物	-0.708
000703	恒逸石化	-0.701
600639	浦东金桥	-0.642
600525	长园集团	-0.539
002628	成都路桥	0.145
300121	阳谷华泰	-0.394
300118	东方日升	-0.328
300317	珈伟股份	-0.535
600536	中国软件	-0.489
002190	成飞集成	-0.010
603690	至纯科技	-0.649
600246	万通地产	0.524
000958	东方能源	-0.340
603345	安井食品	-0.719
300007	汉威科技	-0.699
300309	吉艾科技	-0.369
000973	佛塑科技	-0.600
600501	航天晨光	-0.488
600107	美尔雅	-0.534
300241	瑞丰光电	-0.622
603019	中科曙光	-0.587
000605	渤海股份	-0.515
600499	科达洁能	-0.463
002371	北方华创	-0.506
002742	三圣股份	-0.319
603616	韩建河山	-0.699
600730	中国高科	0.622
000590	启迪古汉	-0.723
000060	中金岭南	-0.588
603331	百达精工	-0.836
300469	信息发展	-0.742
000413	东旭光电	0.659
600917	重庆燃气	0.070
002856	美芝股份	-0.582
000555	神州信息	-0.670
002417	深南股份	-0.569
002480	新筑股份	-0.272
600552	凯盛科技	-0.324
000586	汇源通信	-0.551
000020	深华发A	-0.706
000898	鞍钢股份	-0.525
002326	永太科技	-0.674
002352	顺丰控股	-0.577
300080	易成新能	-0.048
000887	中鼎股份	-0.200
002264	新华都	-0.600
000663	永安林业	-0.574
601225	陕西煤业	-0.484
600022	山东钢铁	0.116
000811	冰轮环境	-0.457
600269	赣粤高速	-0.455
002707	众信旅游	-0.468
002277	友阿股份	-0.558
600819	耀皮玻璃	-0.472
002554	惠博普	-0.581
002453	华软科技	-0.673
002608	江苏国信	-0.774
002311	海大集团	-0.627
000903	云内动力	-0.275
002052	同洲电子	-0.551
600167	联美控股	1.294
600687	刚泰控股	-0.604
300589	江龙船艇	-0.710
002096	南岭民爆	-0.516
603933	睿能科技	-0.690
000801	四川九洲	-0.556
300603	立昂技术	-0.638
002452	长高集团	-0.228
000158	常山北明	-0.595
600272	开开实业	-0.355
002491	通鼎互联	-0.670
002147	新光圆成	-0.392
603505	金石资源	-0.937
603021	山东华鹏	-0.635
002777	久远银海	-0.520
002119	康强电子	-0.734
600719	大连热电	-0.543
600983	惠而浦	-0.001
000678	襄阳轴承	-0.705
002627	宜昌交运	-0.494
601012	隆基股份	-0.419
600052	浙江广厦	-0.662
603985	恒润股份	-0.730
601139	深圳燃气	-0.527
002766	索菱股份	-0.712
002611	东方精工	-0.454
002881	美格智能	-0.742
000531	穗恒运A	-0.363
300237	美晨生态	-0.638
600588	用友网络	-0.550
002437	誉衡药业	-0.752
002091	江苏国泰	0.295
300391	康跃科技	-0.527
002289	宇顺电子	-0.669
600664	哈药股份	-0.547
600515	海航基础	-0.016
600220	江苏阳光	-0.567
002042	华孚时尚	-0.498
600316	洪都航空	-0.487
300588	熙菱信息	-0.642
300156	神雾环保	0.544
600082	海泰发展	-0.409
002241	歌尔股份	-0.581
600590	泰豪科技	-0.263
000012	南玻A	-0.725
600066	宇通客车	-0.465
002510	天汽模	-0.552
600621	华鑫股份	-0.211
601326	秦港股份	-0.762
000782	美达股份	-0.519
600967	内蒙一机	0.025
600655	豫园股份	-0.567
002125	湘潭电化	-0.666
600578	京能电力	-0.510
600176	中国巨石	-0.472
600535	天士力	-0.699
002300	太阳电缆	-0.616
002765	蓝黛传动	-0.591
600420	现代制药	-0.683
603936	博敏电子	-0.847
000666	经纬纺机	-0.113
002061	浙江交科	-0.500
601877	正泰电器	-0.088
603081	大丰实业	-0.750
002423	中原特钢	-0.297
603959	百利科技	-0.669
300415	伊之密	-0.650
603322	超讯通信	-0.612
600997	开滦股份	-0.353
600026	中远海能	0.028
002129	中环股份	-0.638
300355	蒙草生态	-0.131
000885	同力水泥	-0.635
300332	天壕环境	-0.588
600605	汇通能源	-0.124
603801	志邦股份	-0.787
002637	赞宇科技	-0.742
000546	金圆股份	-0.554
300496	中科创达	-0.541
000881	中广核技	-0.512
002411	必康股份	0.638
603018	中设集团	-0.172
002354	天神娱乐	-0.829
002059	云南旅游	-0.576
300344	太空智造	-0.517
000937	冀中能源	-0.535
300100	双林股份	-0.684
000506	中润资源	-0.479
300088	长信科技	-0.744
002009	天奇股份	-0.488
300272	开能健康	-0.753
300402	宝色股份	-0.670
002422	科伦药业	-0.790
600604	市北高新	-0.036
600635	大众公用	-0.218
600073	上海梅林	-0.546
000600	建投能源	-0.509
000622	恒立实业	-0.036
300363	博腾股份	-0.675
600097	开创国际	-0.408
000809	铁岭新城	-0.194
600698	湖南天雁	-0.346
600151	航天机电	-0.612
600415	小商品城	-0.761
300313	天山生物	-0.589
600203	福日电子	-0.677
600537	亿晶光电	-0.598
600622	光大嘉宝	-0.690
600528	中铁工业	0.062
600548	深高速	-0.058
002668	奥马电器	0.437
002489	浙江永强	0.133
601008	连云港	-0.826
600874	创业环保	0.196
600612	老凤祥	-0.308
600769	祥龙电业	-0.008
000683	远兴能源	-0.717
002781	奇信股份	-0.621
600403	大有能源	-0.602
300111	向日葵	-0.773
600127	金健米业	-0.707
603996	中新科技	-0.763
000528	柳工	-0.249
600459	贵研铂业	-0.452
600053	九鼎投资	-0.540
000014	沙河股份	-0.438
000739	普洛药业	-0.738
300407	凯发电气	-0.201
600731	湖南海利	-0.650
000839	中信国安	-0.797
300666	江丰电子	-0.764
002036	联创电子	-0.670
002727	一心堂	-0.560
600827	百联股份	-0.477
002251	步步高	-0.642
600787	中储股份	-0.249
601177	杭齿前进	-0.701
603703	盛洋科技	-0.474
002512	达华智能	-0.679
002693	双成药业	-0.886
300249	依米康	-0.582
600155	华创阳安	-0.479
002205	国统股份	-0.314
002130	沃尔核材	-0.366
002660	茂硕电源	-0.575
002228	合兴包装	-0.565
002607	亚夏汽车	-0.654
002274	华昌化工	-0.806
002048	宁波华翔	-0.642
600148	长春一东	-0.460
600480	凌云股份	-0.643
000425	徐工机械	-0.499
000905	厦门港务	-0.485
002648	卫星石化	-0.715
300197	铁汉生态	0.080
000421	南京公用	-0.602
600789	鲁抗医药	-0.713
000800	一汽轿车	-0.727
600336	澳柯玛	-0.201
002670	国盛金控	-0.050
600661	新南洋	-0.703
300265	通光线缆	-0.623
600895	张江高科	-0.168
000733	振华科技	-0.569
600326	西藏天路	0.498
000725	京东方A	-0.141
600308	华泰股份	-0.541
000525	红太阳	-0.614
601226	华电重工	-0.504
300325	德威新材	-0.537
000153	丰原药业	-0.782
600428	中远海特	-0.623
603177	德创环保	-0.713
000417	合肥百货	-0.354
002672	东江环保	-0.185
600461	洪城水业	-0.535
000837	秦川机床	-0.482
600478	科力远	-0.407
600560	金自天正	-0.681
600019	宝钢股份	-0.402
002083	孚日股份	-0.707
300626	华瑞股份	-0.739
002316	亚联发展	-0.555
600079	人福医药	-0.723
603588	高能环境	-0.708
000616	海航投资	6.993
300477	合纵科技	-0.772
600831	广电网络	-0.783
002112	三变科技	-0.546
002682	龙洲股份	-0.373
300658	延江股份	-0.740
300228	富瑞特装	-0.570
600192	长城电工	-0.490
000997	新大陆	-0.651
002013	中航机电	-0.582
300104	乐视网	-0.633
600178	东安动力	-0.669
000756	新华制药	-0.796
300140	中环装备	-0.620
600729	重庆百货	-0.455
600785	新华百货	-0.615
603269	海鸥股份	-0.769
600398	海澜之家	-0.288
002589	瑞康医药	-0.389
603520	司太立	-0.776
600862	中航高科	-0.287
600900	长江电力	-0.868
002319	乐通股份	-0.833
600262	北方股份	-0.592
603197	保隆科技	-0.731
600971	恒源煤电	-0.223
601808	中海油服	-0.636
000639	西王食品	-0.757
603299	井神股份	-0.865
002679	福建金森	0.132
300244	迪安诊断	-0.641
600979	广安爱众	-0.067
603308	应流股份	-0.678
601369	陕鼓动力	-0.522
600978	宜华生活	-0.042
600389	江山股份	-0.735
600699	均胜电子	-0.550
300335	迪森股份	-0.265
600517	置信电气	-0.436
300256	星星科技	-0.782
600741	华域汽车	-0.447
600850	华东电脑	-0.647
300323	华灿光电	-0.680
300043	星辉娱乐	-0.838
300283	温州宏丰	-0.757
000753	漳州发展	-0.462
000952	广济药业	-0.871
002004	华邦健康	-0.422
600119	长江投资	-0.345
300296	利亚德	-0.622
600393	粤泰股份	0.306
002714	牧原股份	-0.828
603885	吉祥航空	-0.685
600143	金发科技	-0.533
601966	玲珑轮胎	-0.809
002234	民和股份	-0.650
002535	林州重机	-0.591
000977	浪潮信息	-0.660
000151	中成股份	0.587
603100	川仪股份	-0.655
600131	岷江水电	-0.793
600100	同方股份	-0.725
600112	天成控股	-0.778
600161	天坛生物	-0.622
300135	宝利国际	-0.427
000993	闽东电力	-0.547
600210	紫江企业	-0.677
000011	深物业A	-0.081
601518	吉林高速	0.490
000028	国药一致	-0.375
002314	南山控股	-0.133
600586	金晶科技	-0.518
600162	香江控股	-0.297
600259	广晟有色	-0.349
601898	中煤能源	-0.562
603179	新泉股份	-0.717
601607	上海医药	-0.375
002455	百川股份	-0.727
002375	亚厦股份	-0.244
603855	华荣股份	-0.786
603606	东方电缆	-0.569
000517	荣安地产	-0.128
600734	实达集团	-0.696
600323	瀚蓝环境	-0.499
601168	西部矿业	-0.488
000851	高鸿股份	-0.667
300090	盛运环保	-0.003
600352	浙江龙盛	-0.456
600555	海航创新	-0.445
002388	新亚制程	-0.643
603178	圣龙股份	-0.656
002005	德豪润达	-0.464
002482	广田集团	-0.054
002051	中工国际	0.208
300392	腾信股份	-0.666
601015	陕西黑猫	-0.519
600643	爱建集团	-0.536
300058	蓝色光标	-0.403
000532	华金资本	-0.835
000021	深科技	-0.594
600876	洛阳玻璃	-0.673
000810	创维数字	-0.618
600510	黑牡丹	0.099
300147	香雪制药	-0.725
002182	云海金属	-0.668
002336	人人乐	-0.508
603129	春风动力	-0.688
002731	萃华珠宝	-0.604
000539	粤电力A	-0.495
603799	华友钴业	-0.816
600618	氯碱化工	-0.738
002600	领益智造	-0.682
600104	上汽集团	-0.499
600774	汉商集团	-0.895
600694	大商股份	-0.306
600385	山东金泰	-0.437
600067	冠城大通	-0.228
000559	万向钱潮	-0.553
600567	山鹰纸业	-0.657
600069	银鸽投资	-0.433
601366	利群股份	-0.915
000768	中航飞机	-0.352
002081	金螳螂	-0.270
603031	安德利	-0.909
600477	杭萧钢构	-0.305
600629	华建集团	-0.370
300014	亿纬锂能	-0.641
600122	宏图高科	-0.200
002419	天虹股份	-0.388
603555	贵人鸟	-0.315
300044	赛为智能	-0.766
600258	首旅酒店	-0.875
000759	中百集团	-0.673
300212	易华录	-0.654
300621	维业股份	-0.647
603883	老百姓	-0.393
600309	万华化学	-0.750
600063	皖维高新	-0.835
002078	太阳纸业	-0.645
300457	赢合科技	-0.765
000625	长安汽车	-0.539
000523	广州浪奇	-0.595
000070	特发信息	-0.743
600791	京能置业	0.082
603186	华正新材	-0.710
300059	东方财富	-0.541
002080	中材科技	-0.637
002477	雏鹰农牧	-0.190
002162	悦心健康	-0.754
600173	卧龙地产	-0.179
300376	易事特	-0.548
000796	凯撒旅游	-0.664
600110	诺德股份	-0.292
300422	博世科	0.071
000778	新兴铸管	-0.162
002357	富临运业	-0.799
000880	潍柴重机	-0.738
000157	中联重科	0.053
600221	海航控股	-0.153
600056	中国医药	-0.336
601038	一拖股份	-0.530
600864	哈投股份	-0.134
002321	华英农业	-0.336
300660	江苏雷利	-0.728
300450	先导智能	-0.705
000966	长源电力	-0.834
000718	苏宁环球	-0.421
002534	杭锅股份	-0.526
600064	南京高科	-0.678
600869	智慧能源	-0.001
601021	春秋航空	0.166
000418	小天鹅A	-0.195
603708	家家悦	-0.631
600031	三一重工	-0.438
600667	太极实业	-0.583
002204	大连重工	-0.638
601766	中国中车	-0.384
002089	新海宜	-0.743
600619	海立股份	-0.624
600444	国机通用	-0.672
000502	绿景控股	-0.127
300504	天邑股份	-0.788
000698	沈阳化工	-0.608
002713	东易日盛	-0.358
000826	启迪桑德	-0.550
603233	大参林	-0.802
002366	台海核电	-0.738
600335	国机汽车	-0.491
603993	洛阳钼业	-0.678
600425	青松建化	-0.736
000630	铜陵有色	-0.588
601107	四川成渝	-0.357
000006	深振业A	-0.124
002442	龙星化工	-0.699
002310	东方园林	-0.367
600811	东方集团	-0.438
002325	洪涛股份	-0.046
600123	兰花科创	-0.631
002420	毅昌股份	-0.660
300362	天翔环境	0.135
600780	通宝能源	1.523
600597	光明乳业	-0.672
002462	嘉事堂	-0.392
600179	安通控股	-0.510
600283	钱江水利	-0.311
002340	格林美	-0.554
600784	鲁银投资	-0.120
600666	奥瑞德	-0.716
002451	摩恩电气	-0.702
002209	达意隆	-0.611
600893	航发动力	-0.627
600300	维维股份	-0.714
601016	节能风电	0.089
002115	三维通信	-0.702
001896	豫能控股	-0.448
000404	长虹华意	-0.485
600318	新力金融	-0.362
600050	中国联通	-0.925
002594	比亚迪	-0.677
002684	猛狮科技	-0.348
600267	海正药业	-0.735
002133	广宇集团	-0.367
603169	兰石重装	-0.710
601368	绿城水务	-0.755
300106	西部牧业	-0.658
600400	红豆股份	-0.546
002893	华通热力	-0.820
603828	柯利达	-0.263
601111	中国国航	-0.685
300426	唐德影视	-0.600
601001	大同煤业	-0.079
002074	国轩高科	-0.398
300284	苏交科	-0.092
600500	中化国际	-0.360
000860	顺鑫农业	-0.540
000968	蓝焰控股	-0.264
600711	盛屯矿业	-0.369
002743	富煌钢构	0.172
600823	世茂股份	-0.565
300461	田中精机	-0.786
600801	华新水泥	-0.543
000591	太阳能	-0.409
600248	延长化建	-0.373
002167	东方锆业	-0.730
002788	鹭燕医药	-0.754
600496	精工钢构	-0.244
600716	凤凰股份	0.135
600489	中金黄金	-0.655
000608	阳光股份	-0.325
002647	民盛金科	-0.142
000667	美好置业	-0.078
000668	荣丰控股	-0.042
000027	深圳能源	-0.336
002368	太极股份	-0.719
002865	钧达股份	-0.816
600966	博汇纸业	-0.614
600236	桂冠电力	-0.618
603843	正平股份	-0.783
002573	清新环境	-0.474
300293	蓝英装备	-0.508
603318	派思股份	-0.617
600458	时代新材	-0.547
600409	三友化工	-0.779
300168	万达信息	-0.795
002845	同兴达	-0.736
300071	华谊嘉信	-0.621
600673	东阳光科	-0.621
600132	重庆啤酒	-0.820
600963	岳阳林纸	-0.668
600077	宋都股份	-0.377
002203	海亮股份	-0.598
002090	金智科技	-0.494
600303	曙光股份	-0.532
000009	中国宝安	-0.456
600188	兖州煤业	-0.411
603030	全筑股份	-0.224
000150	宜华健康	-0.732
600835	上海机电	-0.155
300072	三聚环保	-0.219
000049	德赛电池	-0.580
600391	航发科技	-0.627
000687	华讯方舟	-0.086
600121	郑州煤电	-0.521
300176	鸿特科技	-0.723
000900	现代投资	-0.534
600081	东风科技	-0.673
002105	信隆健康	-0.793
002011	盾安环境	-0.715
000680	山推股份	-0.647
000501	鄂武商A	-0.742
603225	新凤鸣	-0.896
000055	方大集团	-0.037
002701	奥瑞金	-0.440
600177	雅戈尔	-0.492
601608	中信重工	-0.556
002544	杰赛科技	-0.623
600089	特变电工	-0.427
601968	宝钢包装	-0.870
000983	西山煤电	-0.653
000061	农产品	-0.759
300178	腾邦国际	-0.572
000785	武汉中商	-0.627
600638	新黄浦	0.170
600497	驰宏锌锗	-0.837
600587	新华医疗	-0.796
000521	长虹美菱	-0.222
603787	新日股份	-0.627
600888	新疆众和	-0.398
600372	中航电子	-0.409
002087	新野纺织	-0.480
601899	紫金矿业	-0.678
000589	黔轮胎A	-0.589
000877	天山股份	-0.725
000669	金鸿控股	-0.669
002493	荣盛石化	-0.650
600348	阳泉煤业	-0.620
600072	中船科技	-0.375
000059	华锦股份	-0.824
000830	鲁西化工	-0.902
600006	东风汽车	-0.598
002539	云图控股	-0.748
601117	中国化学	-0.074
002430	杭氧股份	-0.588
002047	宝鹰股份	-0.167
600601	方正科技	-0.804
002471	中超控股	-0.547
600038	中直股份	-0.515
002140	东华科技	-0.129
603260	合盛硅业	-0.899
002356	赫美集团	-0.778
600328	兰太实业	-0.861
002092	中泰化学	-0.672
603180	金牌厨柜	-0.873
000078	海王生物	-0.684
600507	方大特钢	-0.186
600804	鹏博士	-0.919
002071	长城影视	-0.765
600693	东百集团	-0.560
600231	凌钢股份	-0.288
002248	华东数控	-0.876
002068	黑猫股份	-0.751
002201	九鼎新材	-0.774
002343	慈文传媒	-0.542
600189	吉林森工	-0.643
600580	卧龙电气	-0.444
000631	顺发恒业	0.088
600863	内蒙华电	-0.864
000035	中国天楹	-0.905
002431	棕榈股份	-0.247
002610	爱康科技	-0.770
000430	张家界	-0.942
600781	辅仁药业	-0.771
600759	洲际油气	-0.875
002786	银宝山新	-0.744
300116	坚瑞沃能	-0.652
600648	外高桥	-0.524
002037	久联发展	-0.634
600808	马钢股份	-0.433
002202	金风科技	-0.471
300091	金通灵	-0.679
000599	青岛双星	-0.631
600487	亨通光电	-0.713
002505	大康农业	-0.525
600010	包钢股份	-0.732
002652	扬子新材	-0.487
000017	深中华A	-0.659
300278	华昌达	-0.528
002490	山东墨龙	-0.814
600383	金地集团	-0.331
600990	四创电子	-0.738
002488	金固股份	-0.681
601727	上海电气	-0.400
002302	西部建设	-0.361
600766	园城黄金	-0.918
002166	莱茵生物	-0.852
600008	首创股份	-0.283
000333	美的集团	-0.445
600166	福田汽车	-0.714
600754	锦江股份	-0.509
600760	中航沈飞	-0.695
601058	赛轮金宇	-0.759
600973	宝胜股份	-0.516
600190	锦州港	-0.280
600241	时代万恒	-0.094
000090	天健集团	-0.223
002456	欧菲科技	-0.703
603680	今创集团	-0.737
600498	烽火通信	-0.750
000960	锡业股份	-0.777
300025	华星创业	-0.709
600782	新钢股份	-0.246
000928	中钢国际	-0.228
000428	华天酒店	-0.807
600470	六国化工	-0.799
002116	中国海诚	-0.044
600856	中天能源	-0.670
002121	科陆电子	-0.590
600416	湘电股份	-0.572
002789	建艺集团	-0.766
000825	太钢不锈	-0.558
600839	四川长虹	-0.455
002002	鸿达兴业	-0.778
300657	弘信电子	-0.799
600758	红阳能源	-0.437
000807	云铝股份	-0.724
002159	三特索道	-0.862
600526	菲达环保	-0.663
300117	嘉寓股份	-0.460
000058	深赛格	-0.611
601699	潞安环能	-0.563
002745	木林森	-0.648
601919	中远海控	0.015
000930	中粮生化	-0.827
600333	长春燃气	-0.885
000861	海印股份	0.158
000957	中通客车	-0.535
300207	欣旺达	-0.689
600969	郴电国际	0.892
300431	暴风集团	-0.757
601886	江河集团	-0.264
600068	葛洲坝	-0.215
600211	西藏药业	-0.851
600998	九州通	-0.488
002386	天原集团	-0.752
601666	平煤股份	-0.595
000100	TCL集团	-0.371
000792	盐湖股份	-0.700
600346	恒力股份	-0.723
000069	华侨城A	-0.568
600651	飞乐音响	-0.830
600448	华纺股份	-0.738
000981	银亿股份	-0.222
600812	华北制药	-0.837
600405	动力源	-0.698
000039	中集集团	-0.607
000692	惠天热电	-0.660
600829	人民同泰	-0.682
600295	鄂尔多斯	-0.786
600745	闻泰科技	-0.618
601989	中国重工	-0.322
002418	康盛股份	-0.614
600141	兴发集团	-0.873
001979	招商蛇口	-0.726
000023	深天地A	-0.259
002172	澳洋科技	-0.644
300388	国祯环保	-0.420
300001	特锐德	-0.568
300216	千山药机	-0.440
600418	江淮汽车	-0.550
002716	金贵银业	-0.696
000979	中弘股份	-0.110
000927	一汽夏利	-0.685
002097	山河智能	-0.611
600822	上海物贸	-0.305
002221	东华能源	-0.622
600690	青岛海尔	-0.402
002244	滨江集团	-0.405
600820	隧道股份	-0.283
600256	广汇能源	-0.938
600217	中再资环	-0.273
601106	中国一重	-0.647
300322	硕贝德	-0.798
601992	金隅集团	-0.508
601212	白银有色	-0.834
600828	茂业商业	-0.845
300029	天龙光电	-0.769
000923	河北宣工	-0.741
600281	太化股份	-0.756
600677	航天通信	-0.752
600240	华业资本	-0.518
000862	银星能源	0.567
002556	辉隆股份	-0.520
000925	众合科技	-0.712
600737	中粮糖业	-0.781
600846	同济科技	-0.779
000651	格力电器	-0.127
600157	永泰能源	-0.744
603797	联泰环保	-0.925
000063	中兴通讯	-0.685
000524	岭南控股	-0.600
002237	恒邦股份	-0.622
000695	滨海能源	-0.637
600653	申华控股	-0.719
000838	财信发展	-0.257
002135	东南网架	-0.496
600282	南钢股份	-0.445
000615	京汉股份	-0.556
600455	博通股份	-0.936
600802	福建水泥	-0.898
600736	苏州高新	-0.235
601600	中国铝业	-0.610
600469	风神股份	-0.769
600803	新奥股份	-0.723
600533	栖霞建设	-0.348
600748	上实发展	0.009
600773	西藏城投	-0.086
000065	北方国际	0.040
600682	南京新百	-0.640
603603	博天环境	-0.790
600765	中航重机	-0.669
600078	澄星股份	-0.636
600684	珠江实业	0.470
000875	吉电股份	-0.646
600886	国投电力	-0.747
600180	瑞茂通	0.082
000672	上峰水泥	-0.699
600185	格力地产	-0.216
300393	中来股份	-0.493
600021	上海电力	-0.616
000779	三毛派神	-0.858
600981	汇鸿集团	-0.261
000758	中色股份	-0.567
600858	银座股份	-0.814
600810	神马股份	-0.556
600029	南方航空	-0.868
002200	云投生态	-0.606
600388	龙净环保	-0.624
600692	亚通股份	-0.536
000926	福星股份	0.127
600368	五洲交通	-0.195
000835	长城动漫	-0.839
600320	振华重工	-0.734
600795	国电电力	-0.832
600531	豫光金铅	-0.590
600881	亚泰集团	-0.498
000959	首钢股份	-0.813
000878	云南铜业	-0.731
600821	津劝业	-0.872
600027	华电国际	-0.800
000921	海信科龙	-0.523
600297	广汇汽车	-0.669
600165	新日恒力	-0.170
000791	甘肃电投	-0.438
000402	金融街	0.056
603518	维格娜丝	-0.372
600266	北京城建	-0.326
600139	西部资源	-0.070
600875	东方电气	-0.398
000488	晨鸣纸业	-0.537
600339	中油工程	-0.601
600704	物产中大	-0.441
600836	界龙实业	-0.729
000338	潍柴动力	-0.522
600561	江西长运	-0.545
600375	华菱星马	-0.748
000852	石化机械	-0.742
000401	冀东水泥	-0.710
600086	东方金钰	-0.439
002055	得润电子	-0.711
601985	中国核电	-0.864
600970	中材国际	-0.003
600020	中原高速	-0.757
002066	瑞泰科技	-0.557
600755	厦门国贸	-0.459
000679	大连友谊	-0.665
002721	金一文化	-0.772
601991	大唐发电	-0.754
600663	陆家嘴	-0.539
002630	华西能源	-0.557
000761	本钢板材	-0.250
600115	东方航空	-0.882
600452	涪陵电力	-0.716
600310	桂东电力	-0.061
600051	宁波联合	-0.819
600509	天富能源	-0.317
600307	酒钢宏兴	-0.745
000709	河钢股份	-0.632
000987	越秀金控	-0.197
600361	华联综超	-0.377
000909	数源科技	-0.721
000587	金洲慈航	-0.563
600697	欧亚集团	-0.824
600011	华能国际	-0.807
600208	新湖中宝	-0.046
000504	南华生物	-0.723
600740	山西焦化	-0.449
000597	东北制药	-0.706
002069	獐子岛	-0.693
002039	黔源电力	-0.527
000498	山东路桥	-0.313
600685	中船防务	-0.486
601800	中国交建	-0.313
600048	保利地产	-0.425
002016	世荣兆业	-0.459
601777	力帆股份	-0.522
600743	华远地产	-0.306
000897	津滨发展	-0.577
000043	中航善达	-0.463
600565	迪马股份	-0.347
600502	安徽水利	-0.276
600359	新农开发	-0.791
002309	中利集团	-0.596
600057	厦门象屿	-0.568
600540	新赛股份	-0.692
601618	中国中冶	-0.422
000018	神州长城	-0.517
000951	中国重汽	-0.682
601127	小康股份	-0.794
000540	中天金融	-0.026
000701	厦门信达	-0.760
002305	南国置业	-0.250
600268	国电南自	-0.689
600260	凯乐科技	-0.705
002062	宏润建设	-0.368
600153	建发股份	-0.357
600584	长电科技	-0.794
600595	中孚实业	-0.742
000710	贝瑞基因	-0.679
000767	漳泽电力	-0.376
600724	宁波富达	-0.578
600671	天目药业	-0.923
002751	易尚展示	-0.688
600025	华能水电	-0.847
601668	中国建筑	-0.184
600376	首开股份	-0.364
002307	北新路桥	-0.194
000626	远大控股	-0.138
600396	金山股份	-0.868
000411	英特集团	-0.545
000856	冀东装备	-0.675
000906	浙商中拓	-0.474
000628	高新发展	-0.255
000797	中国武夷	-0.265
600713	南京医药	-0.533
600707	彩虹股份	-0.955
600094	大名城	-0.443
000829	天音控股	-0.561
601390	中国中铁	-0.387
601789	宁波建工	-0.413
601003	柳钢股份	-0.499
000911	南宁糖业	-0.732
600061	国投资本	-0.305
600744	华银电力	-0.562
002504	弘高创意	-0.739
600581	八一钢铁	-0.577
600491	龙元建设	-0.514
002210	飞马国际	-0.195
600708	光明地产	-0.428
601186	中国铁建	-0.357
600058	五矿发展	-0.499
002863	今飞凯达	-0.868
600325	华发股份	-0.327
600898	国美通讯	-0.409
300023	宝德股份	-0.849
600387	海越股份	-0.888
000656	金科股份	-0.354
601258	庞大集团	-0.576
600686	金龙汽车	-0.506
600466	蓝光发展	-0.719
600617	国新能源	-0.527
000567	海德股份	-0.226
000633	合金投资	10.201
601588	北辰实业	-0.410
002183	怡亚通	-0.439
600545	卓郎智能	-0.330
002506	协鑫集成	-0.637
000002	万科A	-0.591
002163	中航三鑫	-0.649
000632	三木集团	-0.735
000016	深康佳A	-0.596
000042	中洲控股	-0.364
600705	中航资本	-0.327
000712	锦龙股份	-0.306
300022	吉峰农机	-0.604
002384	东山精密	-0.767
600726	华电能源	-0.836
600039	四川路桥	-0.333
002060	粤水电	-0.410
000031	中粮地产	-0.405
601669	中国电建	-0.332
600546	山煤国际	-0.655
600170	上海建工	-0.200
000034	神州数码	-0.498
601918	新集能源	-0.903
