code	name	roe	gross_profit_rate	
300270	中威电子	2.88	65.0407	
300669	沪宁股份	2.87	32.7077	
002852	道道全	2.87	15.4011	
300231	银信科技	2.87	31.7881	
600895	张江高科	2.86	58.7836	
000022	深赤湾A	2.86	44.1527	
600977	中国电影	2.86	27.3965	
600182	S佳通	2.85	15.6496	
603839	安正时尚	2.85	70.4281	
603026	石大胜华	2.85	9.5025	
000609	中迪投资	2.84	35.0587	
601233	桐昆股份	2.84	10.4413	
300041	回天新材	2.84	29.2565	
000926	福星股份	2.84	30.6508	
000553	沙隆达A	2.84	21.4852	
000601	韶能股份	2.84	31.2425	
600148	长春一东	2.83	30.354	
300237	美晨生态	2.83	36.3578	
603131	上海沪工	2.83	29.6763	
603345	安井食品	2.83	27.4499	
300676	华大基因	2.82	61.2428	
300428	四通新材	2.82	11.2152	
600251	冠农股份	2.82	13.1128	
300494	盛天网络	2.82	54.17	
300452	山河药辅	2.81	31.5513	
300467	迅游科技	2.81	68.7021	
002327	富安娜	2.81	50.2487	
002090	金智科技	2.81	23.4572	
002838	道恩股份	2.81	22.5417	
603286	日盈电子	2.8	35.3613	
002836	新宏泽	2.8	42.3841	
300083	劲胜智能	2.8	23.2308	
002752	昇兴股份	2.8	20.2114	
300252	金信诺	2.8	29.7045	
000650	仁和药业	2.8	39.1699	
002097	山河智能	2.8	40.6814	
603787	新日股份	2.79	14.2216	
002882	金龙羽	2.79	15.0324	
601666	平煤股份	2.79	19.1874	
601139	深圳燃气	2.79	24.3379	
002001	新和成	2.79	38.9011	
000055	方大集团	2.78	31.1986	
002258	利尔化学	2.78	27.0523	
603767	中马传动	2.78	25.5605	
002258	利尔化学	2.78	27.0523	
000055	方大集团	2.78	31.1986	
002602	世纪华通	2.77	31.7383	
601579	会稽山	2.77	49.8639	
300696	爱乐达	2.77	69.3919	
000545	金浦钛业	2.77	24.9837	
300539	横河模具	2.77	25.2321	
300244	迪安诊断	2.77	31.9587	
002206	海利得	2.77	21.3947	
600053	九鼎投资	2.76	94.6186	
000830	鲁西化工	2.76	17.6618	
600305	恒顺醋业	2.75	41.016999999999996	
600389	江山股份	2.75	14.4011	
600737	中粮糖业	2.75	18.6253	
300230	永利股份	2.75	31.956	
000060	中金岭南	2.75	11.258	
603738	泰晶科技	2.74	37.5786	
002117	东港股份	2.74	36.044000000000004	
600022	山东钢铁	2.74	5.0309	
600509	天富能源	2.74	34.3851	
300320	海达股份	2.74	31.0062	
600622	光大嘉宝	2.73	43.3999	
300568	星源材质	2.73	52.8348	
300623	捷捷微电	2.73	55.2779	
000983	西山煤电	2.72	36.3086	
000411	英特集团	2.72	5.1981	
002008	大族激光	2.72	40.7616	
000968	蓝焰控股	2.72	33.6788	
300088	长信科技	2.72	6.9152	
600420	现代制药	2.72	39.4062	
600585	海螺水泥	2.72	29.038	
600328	兰太实业	2.72	42.7244	
002821	凯莱英	2.71	48.3266	
000797	中国武夷	2.71	32.6914	
002707	众信旅游	2.71	10.9414	
600332	白云山	2.71	39.3712	
002536	西泵股份	2.71	26.769000000000002	
000860	顺鑫农业	2.71	38.2136	
600755	厦门国贸	2.7	2.9893	
603001	奥康国际	2.7	38.6966	
002503	搜于特	2.7	14.4065	
603116	红蜻蜓	2.7	35.3865	
600252	中恒集团	2.69	77.5719	
601098	中南传媒	2.69	45.3565	
601669	中国电建	2.69	12.5204	
002051	中工国际	2.69	21.6225	
002511	中顺洁柔	2.69	36.3961	
300014	亿纬锂能	2.69	28.8704	
603266	天龙股份	2.69	27.1934	
300401	花园生物	2.68	44.8004	
601878	浙商证券	2.68	34.3056	
600522	中天科技	2.68	16.8745	
600557	康缘药业	2.68	74.405	
002062	宏润建设	2.68	8.4109	
601699	潞安环能	2.67	38.4183	
600764	中国海防	2.67	26.2841	
600548	深高速	2.67	50.4222	
002320	海峡股份	2.67	51.7586	
002448	中原内配	2.67	38.7882	
600480	凌云股份	2.67	20.0379	
601699	潞安环能	2.67	38.4183	
600764	中国海防	2.67	26.2841	
300512	中亚股份	2.66	47.4373	
600908	无锡银行	2.66	44.44	
000782	美达股份	2.66	14.882	
002241	歌尔股份	2.66	22.3295	
603660	苏州科达	2.66	69.5617	
603567	珍宝岛	2.65	59.1232	
002861	瀛通通讯	2.65	32.5037	
603101	汇嘉时代	2.65	16.6182	
600323	瀚蓝环境	2.65	29.7794	
600975	新五丰	2.65	12.4478	
000023	深天地A	2.64	7.3793	
300375	鹏翎股份	2.64	29.4478	
300127	银河磁体	2.64	37.9426	
002824	和胜股份	2.63	21.4526	
600804	鹏博士	2.63	52.3205	
000776	广发证券	2.62	57.3992	
300314	戴维医疗	2.62	54.8874	
300580	贝斯特	2.62	40.4894	
002014	永新股份	2.62	22.3315	
002042	华孚时尚	2.62	13.6739	
300531	优博讯	2.62	41.4073	
300373	扬杰科技	2.62	34.1637	
600641	万业企业	2.61	47.3544	
002148	北纬科技	2.61	45.3973	
600616	金枫酒业	2.61	49.7549	
600319	亚星化学	2.61	9.3663	
002475	立讯精密	2.6	20.8428	
300017	网宿科技	2.6	35.6884	
600983	惠而浦	2.6	28.1926	
002643	万润股份	2.6	38.0769	
603041	美思德	2.59	38.1085	
000676	智度股份	2.59	14.3586	
000903	云内动力	2.59	17.326	
300347	泰格医药	2.59	42.8037	
000906	浙商中拓	2.59	2.1289	
002454	松芝股份	2.59	26.7865	
300251	光线传媒	2.59	38.6773	
601211	国泰君安	2.58	58.2459	
600422	昆药集团	2.58	45.1232	
600089	特变电工	2.58	23.0294	
600094	大名城	2.58	32.5303	
600280	中央商场	2.57	21.4605	
601799	星宇股份	2.57	21.0518	
002407	多氟多	2.57	26.7817	
300196	长海股份	2.57	28.401999999999997	
300285	国瓷材料	2.56	40.2536	
000785	武汉中商	2.56	20.246	
002573	清新环境	2.55	33.1175	
002376	新北洋	2.55	46.887	
603368	柳药股份	2.55	9.3135	
603703	盛洋科技	2.55	19.704	
300615	欣天科技	2.55	43.9953	
002208	合肥城建	2.54	22.8808	
600299	安迪苏	2.54	39.1995	
002557	洽洽食品	2.54	30.7417	
600917	重庆燃气	2.54	14.5971	
300461	田中精机	2.54	37.482	
601866	中远海发	2.54	19.5122	
600371	万向德农	2.54	33.4856	
300501	海顺新材	2.53	37.3769	
600874	创业环保	2.52	41.9908	
002789	建艺集团	2.52	9.7574	
600007	中国国贸	2.52	54.3007	
002171	楚江新材	2.52	7.625	
600260	凯乐科技	2.52	10.2439	
000756	新华制药	2.52	26.9758	
600835	上海机电	2.52	21.5563	
600123	兰花科创	2.52	36.3134	
002101	广东鸿图	2.52	25.0523	
002068	黑猫股份	2.51	17.8275	
603018	中设集团	2.51	35.9289	
002518	科士达	2.51	33.7185	
600559	老白干酒	2.5	56.5802	
300648	星云股份	2.5	52.1249	
601588	北辰实业	2.49	31.9724	
002839	张家港行	2.49	34.1483	
600594	益佰制药	2.49	73.068	
002888	惠威科技	2.48	37.7769	
600114	东睦股份	2.48	35.859	
002515	金字火腿	2.48	49.6654	
002700	新疆浩源	2.48	38.525999999999996	
600033	福建高速	2.48	69.8001	
603336	宏辉果蔬	2.48	18.0564	
002765	蓝黛传动	2.48	25.5239	
300508	维宏股份	2.47	71.3873	
600270	外运发展	2.47	7.4199	
002403	爱仕达	2.47	42.2974	
603718	海利生物	2.47	78.917	
603828	柯利达	2.47	15.2404	
002104	恒宝股份	2.46	34.1029	
000031	中粮地产	2.46	52.7705	
002745	木林森	2.46	24.9575	
002440	闰土股份	2.46	26.2627	
600757	长江传媒	2.46	14.2473	
600019	宝钢股份	2.46	11.857999999999999	
002563	森马服饰	2.46	42.086999999999996	
603223	恒通股份	2.46	7.8089	
600088	中视传媒	2.45	34.1249	
603811	诚意药业	2.45	45.9757	
000070	特发信息	2.45	16.8781	
601928	凤凰传媒	2.45	38.9061	
000958	东方能源	2.45	14.8961	
601116	三江购物	2.45	22.6476	
000735	罗牛山	2.44	35.8157	
300396	迪瑞医疗	2.44	66.4164	
601326	秦港股份	2.44	39.1569	
600503	华丽家族	2.44	16.1665	
002397	梦洁股份	2.43	48.7909	
603328	依顿电子	2.43	31.1447	
002790	瑞尔特	2.43	34.9668	
300576	容大感光	2.42	34.3864	
600113	浙江东日	2.42	47.9195	
601000	唐山港	2.42	36.0807	
300632	光莆股份	2.41	31.5357	
002514	宝馨科技	2.41	35.7051	
300278	华昌达	2.4	15.5933	
600824	益民集团	2.4	34.389	
002251	步步高	2.4	21.2294	
603569	长久物流	2.4	8.4683	
601595	上海电影	2.4	26.8172	
300530	达志科技	2.4	52.9221	
002810	山东赫达	2.39	24.296	
603303	得邦照明	2.39	16.9625	
300399	京天利	2.39	34.5855	
300091	金通灵	2.39	27.7725	
002186	全聚德	2.39	61.1933	
600226	瀚叶股份	2.39	12.8763	
002781	奇信股份	2.39	15.3338	
002441	众业达	2.38	13.3785	
600617	国新能源	2.37	13.3442	
002759	天际股份	2.37	52.1546	
600236	桂冠电力	2.37	42.9518	
600307	酒钢宏兴	2.37	16.4186	
002099	海翔药业	2.37	44.6988	
600723	首商股份	2.37	22.3266	
300432	富临精工	2.36	32.4412	
002863	今飞凯达	2.36	19.6086	
000929	兰州黄河	2.36	27.7094	
600644	乐山电力	2.36	22.3894	
002138	顺络电子	2.36	39.7776	
002608	江苏国信	2.36	11.5988	
603669	灵康药业	2.35	64.6127	
002802	洪汇新材	2.35	28.4409	
600766	园城黄金	2.35	96.3818	
600070	浙江富润	2.35	17.2179	
600025	华能水电	2.35	51.9603	
600761	安徽合力	2.34	19.567999999999998	
002540	亚太科技	2.34	21.8872	
300496	中科创达	2.33	44.5988	
002091	江苏国泰	2.33	10.6292	
000928	中钢国际	2.33	16.5485	
600090	同济堂	2.33	14.6263	
300122	智飞生物	2.33	93.8213	
600705	中航资本	2.33	46.4066	
000761	本钢板材	2.32	10.7998	
000046	泛海控股	2.32	36.4726	
002022	科华生物	2.32	33.5207	
000898	鞍钢股份	2.32	12.5652	
601368	绿城水务	2.31	46.6374	
000541	佛山照明	2.31	24.0324	
603586	金麒麟	2.31	32.5117	
603663	三祥新材	2.31	25.7702	
002456	欧菲科技	2.31	11.982999999999999	
600769	祥龙电业	2.31	3.0460000000000003	
002446	盛路通信	2.31	34.809	
002539	云图控股	2.31	18.051	
603226	菲林格尔	2.3	29.2079	
600639	浦东金桥	2.3	76.3129	
600363	联创光电	2.3	16.5738	
600844	丹化科技	2.29	39.4497	
603118	共进股份	2.29	13.215	
000066	中国长城	2.29	21.4457	
002412	汉森制药	2.29	71.8252	
300486	东杰智能	2.29	22.4883	
600711	盛屯矿业	2.29	6.8368	
300590	移为通信	2.29	59.8193	
000066	中国长城	2.29	21.4457	
603609	禾丰牧业	2.28	9.6022	
603939	益丰药房	2.28	39.6952	
600735	新华锦	2.28	26.4201	
300636	同和药业	2.28	38.848	
600028	中国石化	2.28	19.9021	
002554	惠博普	2.28	25.7468	
600335	国机汽车	2.28	4.2173	
600066	宇通客车	2.27	24.0231	
002047	宝鹰股份	2.27	15.0233	
002787	华源控股	2.27	21.9664	
300323	华灿光电	2.27	33.2381	
300174	元力股份	2.27	31.7041	
002185	华天科技	2.27	18.3906	
600383	金地集团	2.27	35.5525	
002846	英联股份	2.27	28.1406	
002264	新华都	2.26	21.3865	
002712	思美传媒	2.26	18.6487	
603768	常青股份	2.25	21.5215	
600350	山东高速	2.25	58.473	
002865	钧达股份	2.25	24.7733	
002217	合力泰	2.25	17.6104	
300138	晨光生物	2.25	15.4156	
600551	时代出版	2.25	10.2212	
603823	百合花	2.24	17.9121	
600387	海越股份	2.24	5.8322	
300620	光库科技	2.24	44.4823	
601828	美凯龙	2.24	71.1257	
600986	科达股份	2.24	13.2585	
300522	世名科技	2.23	43.9638	
603039	泛微网络	2.23	92.6833	
000826	启迪桑德	2.23	27.5693	
600438	通威股份	2.22	19.2449	
300170	汉得信息	2.22	35.0842	
002842	翔鹭钨业	2.22	18.6874	
000726	鲁泰A	2.22	32.4236	
600403	大有能源	2.22	35.1825	
000900	现代投资	2.22	15.3645	
600650	锦江投资	2.22	20.315	
300133	华策影视	2.22	28.7489	
002716	金贵银业	2.22	7.1107	
300145	中金环境	2.22	46.3416	
600713	南京医药	2.22	6.0179	
300194	福安药业	2.22	46.6406	
002837	英维克	2.22	34.5506	
601811	新华文轩	2.21	37.8643	
600172	黄河旋风	2.21	42.6809	
600491	龙元建设	2.21	8.6396	
603023	威帝股份	2.21	56.6566	
000757	浩物股份	2.2	26.7099	
300054	鼎龙股份	2.19	36.3063	
603566	普莱柯	2.19	71.6132	
300143	星普医科	2.19	75.6905	
300535	达威股份	2.19	49.7214	
603887	城地股份	2.19	12.8052	
002401	中远海科	2.19	19.0636	
300387	富邦股份	2.18	37.5686	
300435	中泰股份	2.18	26.5204	
300026	红日药业	2.18	71.2931	
000598	兴蓉环境	2.18	41.1417	
300026	红日药业	2.18	71.2931	
000598	兴蓉环境	2.18	41.1417	
002757	南兴装备	2.18	29.3596	
002455	百川股份	2.18	14.6949	
300493	润欣科技	2.18	10.9291	
002273	水晶光电	2.17	29.798000000000002	
600240	华业资本	2.17	32.8863	
603159	上海亚虹	2.17	21.5093	
600577	精达股份	2.17	11.402999999999999	
600195	中牧股份	2.17	34.7406	
000531	穗恒运A	2.17	24.2411	
603603	博天环境	2.17	31.7724	
000623	吉林敖东	2.17	67.7498	
002695	煌上煌	2.17	35.1744	
002285	世联行	2.16	20.7659	
002365	永安药业	2.16	28.4493	
300304	云意电气	2.16	35.1702	
001696	宗申动力	2.16	17.0116	
603898	好莱客	2.15	38.2654	
000151	中成股份	2.15	12.8644	
002772	众兴菌业	2.15	36.9057	
002477	雏鹰农牧	2.15	24.3276	
002617	露笑科技	2.15	14.3922	
600827	百联股份	2.15	20.6545	
600112	天成控股	2.15	32.6285	
000617	中油资本	2.15	42.2068	
601010	文峰股份	2.14	19.1378	
600061	国投资本	2.14	3.7013	
600105	永鼎股份	2.14	25.0706	
000065	北方国际	2.14	9.8752	
600970	中材国际	2.14	14.8522	
601186	中国铁建	2.14	9.2203	
603677	奇精机械	2.14	19.8357	
603323	吴江银行	2.14	33.968	
000012	南玻A	2.13	23.6715	
002491	通鼎互联	2.13	29.2608	
600822	上海物贸	2.13	5.0018	
603208	江山欧派	2.13	30.479	
300199	翰宇药业	2.13	76.4556	
300274	阳光电源	2.12	28.9716	
600978	宜华生活	2.12	39.7148	
300317	珈伟股份	2.12	32.0429	
002771	真视通	2.12	25.7624	
603608	天创时尚	2.12	57.0212	
603689	皖天然气	2.12	9.3733	
002033	丽江旅游	2.12	73.3295	
603218	日月股份	2.11	26.608	
001965	招商公路	2.11	45.1473	
000669	金鸿控股	2.11	32.5949	
300485	赛升药业	2.11	63.6584	
002859	洁美科技	2.1	38.6947	
000404	长虹华意	2.1	12.1238	
300221	银禧科技	2.1	18.299	
000733	振华科技	2.1	15.4853	
300441	鲍斯股份	2.1	38.4195	
002756	永兴特钢	2.1	13.0139	
601789	宁波建工	2.1	7.0453	
000685	中山公用	2.09	29.9632	
601377	兴业证券	2.09	43.4462	
002736	国信证券	2.09	51.0636	
600629	华建集团	2.09	26.2596	
000886	海南高速	2.09	40.3087	
002370	亚太药业	2.09	38.5284	
603630	拉芳家化	2.09	60.636	
000685	中山公用	2.09	29.9632	
300459	金科文化	2.08	43.2109	
600529	山东药玻	2.08	28.4129	
002157	正邦科技	2.08	12.1789	
603598	引力传媒	2.08	7.056	
600048	保利地产	2.07	38.3191	
000021	深科技	2.07	6.1381	
002343	慈文传媒	2.07	44.8783	
300206	理邦仪器	2.07	55.9857	
603699	纽威股份	2.06	32.0469	
002728	特一药业	2.06	45.7257	
300271	华宇软件	2.06	48.5429	
600900	长江电力	2.06	46.2374	
600958	东方证券	2.06	38.4108	
600547	山东黄金	2.06	10.9596	
002385	大北农	2.06	24.9466	
603987	康德莱	2.05	33.5507	
002548	金新农	2.05	17.515	
002394	联发股份	2.05	17.6629	
600388	龙净环保	2.05	23.119	
000800	一汽轿车	2.05	25.5227	
300176	鸿特科技	2.04	21.8781	
002504	弘高创意	2.04	21.4635	
002895	川恒股份	2.04	27.6512	
600218	全柴动力	2.04	13.640999999999998	
603838	四通股份	2.04	33.785	
300635	达安股份	2.04	29.5821	
601107	四川成渝	2.04	40.3378	
300487	蓝晓科技	2.03	39.0247	
002351	漫步者	2.03	35.1243	
002061	浙江交科	2.03	16.8894	
002817	黄山胶囊	2.03	38.0754	
300303	聚飞光电	2.03	23.5761	
000006	深振业A	2.03	22.6901	
600528	中铁工业	2.03	20.1081	
002750	龙津药业	2.03	86.5724	
300326	凯利泰	2.03	65.2546	
600500	中化国际	2.03	11.5117	
002224	三力士	2.03	34.9461	
002803	吉宏股份	2.02	17.3837	
603806	福斯特	2.02	20.2454	
300310	宜通世纪	2.02	24.671999999999997	
600026	中远海能	2.01	31.365	
600530	交大昂立	2.01	67.0763	
002766	索菱股份	2.01	30.1948	
600315	上海家化	2.01	72.3638	
300509	新美星	2.01	33.9379	
000683	远兴能源	2.0	29.0198	
600845	宝信软件	2.0	27.0133	
300001	特锐德	2.0	26.7404	
002131	利欧股份	1.99	18.0892	
600837	海通证券	1.99	44.5865	
300341	麦迪电气	1.99	40.6011	
601208	东材科技	1.99	23.7869	
600060	海信电器	1.99	14.3987	
002131	利欧股份	1.99	18.0892	
600837	海通证券	1.99	44.5865	
300341	麦迪电气	1.99	40.6011	
600549	厦门钨业	1.98	25.3592	
600611	大众交通	1.98	25.9675	
603615	茶花股份	1.98	34.247	
002690	美亚光电	1.98	53.1685	
601877	正泰电器	1.98	28.3903	
601628	中国人寿	1.98	2.7807	
600643	爱建集团	1.97	44.4516	
300569	天能重工	1.97	34.164	
002590	万安科技	1.97	26.5948	
002807	江阴银行	1.97	31.6689	
601188	龙江交通	1.97	61.3438	
603969	银龙股份	1.96	19.4186	
600483	福能股份	1.96	21.5873	
600642	申能股份	1.96	7.3716	
300639	凯普生物	1.96	84.4107	
300044	赛为智能	1.96	21.7315	
601163	三角轮胎	1.96	18.1313	
000600	建投能源	1.96	19.3468	
300533	冰川网络	1.96	88.5077	
300570	太辰光	1.96	35.9574	
600116	三峡水利	1.95	22.3525	
600999	招商证券	1.95	57.365	
002411	必康股份	1.95	51.9445	
002809	红墙股份	1.95	25.6949	
300473	德尔股份	1.95	39.1287	
603717	天域生态	1.95	28.9262	
000712	锦龙股份	1.95	84.0717	
603020	爱普股份	1.95	19.6497	
601718	际华集团	1.95	8.0331	
002139	拓邦股份	1.95	23.8629	
603909	合诚股份	1.95	40.8105	
002572	索菲亚	1.94	32.3579	
002795	永和智控	1.94	27.877	
600418	江淮汽车	1.94	10.7457	
600170	上海建工	1.94	10.2375	
002776	柏堡龙	1.94	28.0861	
600981	汇鸿集团	1.94	5.6835	
002706	良信电器	1.94	38.0436	
600820	隧道股份	1.94	10.5956	
000799	酒鬼酒	1.94	76.8746	
002588	史丹利	1.93	21.4101	
000967	盈峰环境	1.93	15.3336	
603398	邦宝益智	1.93	31.7959	
000062	深圳华强	1.93	19.6524	
601018	宁波港	1.93	29.8597	
603797	联泰环保	1.93	57.7108	
300324	旋极信息	1.92	47.096000000000004	
002238	天威视讯	1.92	36.845	
600153	建发股份	1.92	4.9487	
600795	国电电力	1.92	18.9337	
000421	南京公用	1.92	23.3053	
300109	新开源	1.92	47.1799	
300516	久之洋	1.92	44.8565	
603015	弘讯科技	1.92	41.754	
600079	人福医药	1.92	39.1471	
002653	海思科	1.92	78.8801	
002238	天威视讯	1.92	36.845	
002373	千方科技	1.91	29.5565	
600704	物产中大	1.91	3.1951	
601800	中国交建	1.91	13.3585	
002850	科达利	1.91	27.0407	
603779	威龙股份	1.91	55.1429	
002119	康强电子	1.91	22.3784	
300604	长川科技	1.91	54.3782	
000150	宜华健康	1.91	33.1276	
601311	骆驼股份	1.91	20.5363	
000698	沈阳化工	1.91	8.812999999999999	
600710	苏美达	1.9	5.0068	
600068	葛洲坝	1.9	11.2573	
000402	金融街	1.9	30.2738	
300562	乐心医疗	1.9	28.4001	
300255	常山药业	1.89	65.1205	
600814	杭州解百	1.89	22.063000000000002	
300279	和晶科技	1.89	26.4559	
600293	三峡新材	1.89	7.5486	
300152	科融环境	1.89	25.8776	
002516	旷达科技	1.89	34.9257	
600508	上海能源	1.89	30.8008	
002146	荣盛发展	1.89	31.2797	
000100	TCL集团	1.89	18.215999999999998	
300315	掌趣科技	1.88	62.2351	
600862	中航高科	1.88	26.7168	
002762	金发拉比	1.88	52.1389	
603998	方盛制药	1.88	54.522	
002379	宏创控股	1.88	3.2608	
601618	中国中冶	1.87	11.9758	
600736	苏州高新	1.87	19.8438	
603901	永创智能	1.87	30.4253	
300470	日机密封	1.87	53.8705	
002774	快意电梯	1.87	36.1923	
000026	飞亚达A	1.87	40.1592	
300398	飞凯材料	1.87	41.2372	
000516	国际医学	1.86	19.7979	
601677	明泰铝业	1.86	8.3703	
600308	华泰股份	1.86	13.3184	
603877	太平鸟	1.86	54.3976	
600891	秋林集团	1.86	9.3895	
000426	兴业矿业	1.86	69.3967	
300455	康拓红外	1.86	50.6334	
601872	招商轮船	1.86	34.8656	
000959	首钢股份	1.86	13.5969	
300560	中富通	1.86	26.3995	
300216	千山药机	1.86	51.3587	
600498	烽火通信	1.86	28.9247	
002592	八菱科技	1.86	16.8398	
002053	云南能投	1.85	46.6676	
603138	海量数据	1.85	20.9279	
300098	高新兴	1.85	44.7172	
600687	刚泰控股	1.85	11.0389	
600110	诺德股份	1.85	24.1262	
002252	上海莱士	1.85	64.4403	
002187	广百股份	1.85	19.5934	
300183	东软载波	1.85	60.446000000000005	
600381	青海春天	1.85	43.4192	
002556	辉隆股份	1.85	6.3101	
601108	财通证券	1.85	47.5236	
002239	奥特佳	1.84	21.3831	
002444	巨星科技	1.84	34.0399	
000823	超声电子	1.84	22.1561	
600810	神马股份	1.84	7.3462	
002567	唐人神	1.84	9.1422	
002228	合兴包装	1.84	15.5036	
300129	泰胜风能	1.84	38.9268	
002782	可立克	1.83	23.6926	
300284	苏交科	1.83	25.7781	
002582	好想你	1.83	29.9859	
300400	劲拓股份	1.83	42.5	
000529	广弘控股	1.83	14.2498	
600790	轻纺城	1.83	66.9403	
300638	广和通	1.83	29.805	
300395	菲利华	1.82	44.5328	
300055	万邦达	1.82	29.4049	
000166	申万宏源	1.82	46.7149	
300108	吉药控股	1.82	30.921	
300611	美力科技	1.82	35.1126	
300292	吴通控股	1.82	25.6639	
000038	深大通	1.82	33.1585	
000889	茂业通信	1.82	25.7429	
000883	湖北能源	1.81	25.0221	
002055	得润电子	1.81	15.2005	
300273	和佳股份	1.81	58.0718	
600833	第一医药	1.81	15.0193	
600439	瑞贝卡	1.81	32.5124	
300316	晶盛机电	1.81	35.7101	
601965	中国汽研	1.81	32.010999999999996	
002843	泰嘉股份	1.81	40.3416	
002150	通润装备	1.81	24.8044	
002237	恒邦股份	1.81	5.7548	
002274	华昌化工	1.81	13.1945	
600655	豫园股份	1.81	13.7791	
601390	中国中铁	1.81	8.9101	
300154	瑞凌股份	1.81	30.935	
002410	广联达	1.81	93.7858	
300526	中潜股份	1.81	31.6332	
300602	飞荣达	1.81	23.4101	
002261	拓维信息	1.81	62.5051	
603665	康隆达	1.81	31.6434	
002429	兆驰股份	1.81	14.022	
000739	普洛药业	1.81	26.0165	
601111	中国国航	1.8	19.1021	
002758	华通医药	1.8	12.354000000000001	
000700	模塑科技	1.8	22.2	
300071	华谊嘉信	1.8	18.3935	
000550	江铃汽车	1.8	20.73	
600666	奥瑞德	1.8	25.5116	
300518	盛讯达	1.8	78.1751	
601518	吉林高速	1.8	70.4808	
600645	中源协和	1.8	66.2288	
002124	天邦股份	1.8	27.9326	
603667	五洲新春	1.79	20.8971	
300385	雪浪环境	1.79	29.5434	
601199	江南水务	1.79	44.1955	
002109	兴化股份	1.79	22.9586	
000960	锡业股份	1.79	10.3676	
000552	靖远煤电	1.79	27.0325	
002576	通达动力	1.78	8.3639	
002651	利君股份	1.78	43.2442	
600859	王府井	1.78	20.8742	
300005	探路者	1.78	26.1906	
600018	上港集团	1.78	28.2537	
000058	深赛格	1.77	28.2695	
603558	健盛集团	1.77	30.7487	
603818	曲美家居	1.77	37.6824	
000977	浪潮信息	1.77	11.1771	
300132	青松股份	1.77	26.2867	
002705	新宝股份	1.76	18.4407	
002800	天顺股份	1.76	10.4649	
002210	飞马国际	1.76	1.7997	
002717	岭南股份	1.76	31.5545	
600336	澳柯玛	1.76	23.7061	
002825	纳尔股份	1.76	22.3247	
600717	天津港	1.76	22.9341	
600838	上海九百	1.76	49.876999999999995	
603928	兴业股份	1.76	21.5932	
600173	卧龙地产	1.76	40.2552	
002697	红旗连锁	1.76	26.9755	
601881	中国银河	1.76	42.3339	
600057	厦门象屿	1.76	2.2275	
002813	路畅科技	1.75	31.9123	
600461	洪城水业	1.75	25.5362	
603139	康惠制药	1.75	57.7644	
600936	广西广电	1.75	25.9094	
002449	国星光电	1.75	21.8016	
600366	宁波韵升	1.75	29.9912	
603128	华贸物流	1.75	12.6058	
300483	沃施股份	1.75	26.2492	
300503	昊志机电	1.75	55.3338	
300171	东富龙	1.74	38.0153	
002338	奥普光电	1.74	52.496	
300307	慈星股份	1.74	41.7282	
300131	英唐智控	1.73	8.1143	
601700	风范股份	1.73	24.0159	
000413	东旭光电	1.73	31.2066	
000970	中科三环	1.73	23.4178	
601137	博威合金	1.73	11.7907	
603858	步长制药	1.73	81.4194	
002219	恒康医疗	1.73	33.9896	
600160	巨化股份	1.73	18.5493	
600702	舍得酒业	1.72	64.971	
300179	四方达	1.72	49.1342	
300599	雄塑科技	1.72	20.8698	
000751	锌业股份	1.72	9.7047	
600125	铁龙物流	1.72	8.0692	
600242	中昌数据	1.72	10.7684	
000708	大冶特钢	1.72	9.8177	
300537	广信材料	1.72	40.5873	
000758	中色股份	1.72	11.8225	
300650	太龙照明	1.72	38.8325	
300430	诚益通	1.71	36.2261	
300586	美联新材	1.71	22.2935	
600976	健民集团	1.71	28.2025	
000957	中通客车	1.71	14.7535	
002531	天顺风能	1.71	30.7938	
002270	华明装备	1.71	54.0345	
000635	英力特	1.71	20.5477	
603716	塞力斯	1.71	32.0478	
600326	西藏天路	1.71	30.5084	
300210	森远股份	1.71	45.2833	
300667	必创科技	1.71	45.544	
002862	实丰文化	1.71	24.3405	
000039	中集集团	1.7	18.3325	
300578	会畅通讯	1.7	48.486000000000004	
600614	鹏起科技	1.7	31.5785	
600714	金瑞矿业	1.7	8.4232	
600570	恒生电子	1.7	95.7579	
000988	华工科技	1.7	24.8669	
600961	株冶集团	1.7	4.779	
603309	维力医疗	1.7	36.3537	
000565	渝三峡A	1.7	4.5352	
000069	华侨城A	1.69	45.5734	
300021	大禹节水	1.69	29.8382	
600661	新南洋	1.69	43.5374	
002247	帝龙文化	1.69	29.3718	
000518	四环生物	1.69	63.5983	
300515	三德科技	1.69	54.1387	
600635	大众公用	1.68	10.5053	
603008	喜临门	1.68	35.6216	
000078	海王生物	1.68	12.2903	
002080	中材科技	1.68	27.5851	
600834	申通地铁	1.68	14.7775	
300031	宝通科技	1.68	47.8382	
300261	雅本化学	1.68	26.2247	
300612	宣亚国际	1.68	44.3027	
600138	中青旅	1.67	26.8314	
600697	欧亚集团	1.67	21.4713	
000662	天夏智慧	1.67	51.7777	
603508	思维列控	1.67	58.2461	
300042	朗科科技	1.66	10.0001	
600602	云赛智联	1.66	16.6176	
601100	恒立液压	1.66	28.4422	
002426	胜利精密	1.66	12.8996	
603060	国检集团	1.66	40.6316	
300488	恒锋工具	1.66	51.9264	
000919	金陵药业	1.66	19.7486	
002788	鹭燕医药	1.66	7.5243	
300272	开能健康	1.65	36.7768	
000783	长江证券	1.65	41.6247	
002041	登海种业	1.65	49.2151	
