code	name	roe	gross_profit_rate	
300061	康旗股份	1.65	49.4248	
603078	江化微	1.65	36.7078	
002605	姚记扑克	1.65	26.8408	
002127	南极电商	1.65	72.9824	
300438	鹏辉能源	1.64	24.4474	
002030	达安基因	1.64	46.1094	
002718	友邦吊顶	1.64	45.6486	
002735	王子新材	1.64	23.8245	
603166	福达股份	1.64	26.6804	
300078	思创医惠	1.64	41.6348	
002057	中钢天源	1.64	24.5437	
002661	克明面业	1.64	22.4327	
300102	乾照光电	1.63	31.226	
000582	北部湾港	1.63	34.7899	
002049	紫光国微	1.63	29.9114	
002422	科伦药业	1.63	43.8168	
300479	神思电子	1.63	38.7064	
002422	科伦药业	1.63	43.8168	
002388	新亚制程	1.62	21.8794	
300119	瑞普生物	1.62	55.4147	
002498	汉缆股份	1.62	13.0468	
600997	开滦股份	1.62	10.7361	
603456	九洲药业	1.62	31.0418	
300584	海辰药业	1.62	73.5466	
002284	亚太股份	1.61	17.8756	
002416	爱施德	1.61	2.8034	
603077	和邦生物	1.61	32.4081	
300422	博世科	1.61	27.8032	
603656	泰禾光电	1.61	53.4335	
002598	山东章鼓	1.61	30.9761	
000096	广聚能源	1.61	18.2224	
601198	东兴证券	1.61	50.5257	
603133	碳元科技	1.6	25.7624	
300349	金卡智能	1.6	49.3757	
600109	国金证券	1.6	33.6863	
000665	湖北广电	1.6	45.7158	
000050	深天马A	1.6	23.0537	
300573	兴齐眼药	1.6	78.4098	
002467	二六三	1.6	64.9476	
600699	均胜电子	1.6	18.5917	
300630	普利制药	1.6	76.4016	
300302	同有科技	1.6	43.9485	
600135	乐凯胶片	1.59	17.9298	
002283	天润曲轴	1.59	27.6781	
000419	通程控股	1.59	20.3758	
600059	古越龙山	1.59	32.8993	
300367	东方网力	1.59	61.3305	
300376	易事特	1.59	18.8327	
600637	东方明珠	1.59	25.8663	
601222	林洋能源	1.59	37.6265	
600857	宁波中百	1.58	14.0565	
300051	三五互联	1.58	72.5865	
002649	博彦科技	1.58	28.1763	
300566	激智科技	1.58	30.9656	
300340	科恒股份	1.58	17.1687	
002620	瑞和股份	1.58	14.3096	
002619	艾格拉斯	1.58	75.3982	
002093	国脉科技	1.58	41.3236	
000671	阳光城	1.58	28.6668	
300295	三六五网	1.58	94.2023	
600531	豫光金铅	1.58	4.3978	
300065	海兰信	1.58	48.7763	
600030	中信证券	1.57	39.4619	
300046	台基股份	1.57	39.8026	
601179	中国西电	1.57	35.3184	
002442	龙星化工	1.57	19.3067	
600023	浙能电力	1.57	11.773	
603601	再升科技	1.57	41.9224	
600317	营口港	1.57	32.1974	
002404	嘉欣丝绸	1.56	21.9915	
603668	天马科技	1.56	22.1976	
300297	蓝盾股份	1.56	64.5575	
600846	同济科技	1.56	14.6759	
600479	千金药业	1.56	46.6712	
600959	江苏有线	1.56	32.3695	
600692	亚通股份	1.56	17.6904	
601991	大唐发电	1.56	14.1894	
000750	国海证券	1.56	37.2656	
000430	张家界	1.55	20.4574	
002681	奋达科技	1.55	27.3009	
600693	东百集团	1.55	16.8034	
000520	长航凤凰	1.55	13.7555	
603515	欧普照明	1.55	41.3625	
600676	交运股份	1.55	11.7849	
600513	联环药业	1.55	63.9164	
601016	节能风电	1.55	52.2396	
300149	量子生物	1.55	46.6103	
002436	兴森科技	1.54	30.2064	
603108	润达医疗	1.54	27.2486	
002271	东方雨虹	1.54	40.2738	
600523	贵航股份	1.54	21.2545	
300433	蓝思科技	1.54	24.9153	
002056	横店东磁	1.54	18.9002	
601688	华泰证券	1.53	47.7735	
603678	火炬电子	1.53	22.3352	
601339	百隆东方	1.53	18.1275	
603016	新宏泰	1.53	40.3672	
002662	京威股份	1.53	27.0676	
600626	申达股份	1.53	11.2617	
002409	雅克科技	1.53	26.0862	
600754	锦江股份	1.53	89.4084	
002111	威海广泰	1.52	34.525999999999996	
600351	亚宝药业	1.52	51.0309	
002827	高争民爆	1.52	47.5181	
002155	湖南黄金	1.52	20.3836	
600623	华谊集团	1.52	7.5332	
600575	皖江物流	1.52	15.129000000000001	
600596	新安股份	1.52	16.7473	
600636	三爱富	1.51	12.9567	
601555	东吴证券	1.51	42.4043	
300454	深信服	1.51	77.4202	
300240	飞力达	1.51	14.0277	
002166	莱茵生物	1.51	25.2238	
000563	陕国投A	1.51	65.182	
600318	新力金融	1.51	79.1056	
600490	鹏欣资源	1.51	20.215	
300358	楚天科技	1.51	44.3814	
000899	赣能股份	1.5	15.1982	
000937	冀中能源	1.5	24.7189	
300553	集智股份	1.5	54.5133	
002391	长青股份	1.5	29.9472	
300421	力星股份	1.5	23.6813	
002322	理工环科	1.5	71.8207	
600295	鄂尔多斯	1.5	27.7141	
603069	海汽集团	1.5	20.7948	
600459	贵研铂业	1.5	2.2577	
601601	中国太保	1.5	2.6291	
002400	省广集团	1.49	17.0319	
002472	双环传动	1.49	21.7561	
603009	北特科技	1.49	22.5323	
600998	九州通	1.49	7.4981	
002349	精华制药	1.49	47.5026	
603232	格尔软件	1.48	64.7343	
002004	华邦健康	1.48	27.9862	
603232	格尔软件	1.48	64.7343	
002250	联化科技	1.48	32.5519	
002805	丰元股份	1.48	18.1865	
002777	久远银海	1.48	39.9116	
600781	辅仁药业	1.48	37.4464	
600330	天通股份	1.47	20.8124	
300233	金城医药	1.47	26.7443	
002406	远东传动	1.47	31.0477	
603819	神力股份	1.47	16.8311	
002856	美芝股份	1.47	13.3624	
600982	宁波热电	1.46	15.1265	
300101	振芯科技	1.46	54.9737	
603088	宁波精达	1.46	34.2224	
000156	华数传媒	1.46	45.2164	
600603	广汇物流	1.46	86.2256	
000570	苏常柴A	1.46	11.6559	
300474	景嘉微	1.46	73.767	
600390	五矿资本	1.46	5.1288	
002722	金轮股份	1.46	20.6155	
300468	四方精创	1.45	46.3845	
002071	长城影视	1.45	39.6047	
000017	深中华A	1.45	11.3023	
300034	钢研高纳	1.45	28.3933	
002026	山东威达	1.45	31.2873	
600337	美克家居	1.45	57.8857	
600162	香江控股	1.45	56.6256	
300409	道氏技术	1.45	39.1008	
300066	三川智慧	1.45	35.6874	
300445	康斯特	1.45	72.2214	
600722	金牛化工	1.45	13.6656	
300073	当升科技	1.44	18.7539	
002669	康达新材	1.44	39.2541	
002673	西部证券	1.44	37.1814	
002452	长高集团	1.44	34.9366	
600960	渤海汽车	1.44	20.2951	
300050	世纪鼎利	1.44	46.3962	
002463	沪电股份	1.44	15.6779	
002225	濮耐股份	1.44	32.6958	
300070	碧水源	1.44	25.5381	
603299	井神股份	1.43	30.5988	
603528	多伦科技	1.43	57.0279	
603066	音飞储存	1.43	36.2671	
603098	森特股份	1.43	28.372	
002340	格林美	1.43	21.5645	
002770	科迪乳业	1.43	26.9105	
601919	中远海控	1.43	7.689	
300236	上海新阳	1.43	39.6458	
603090	宏盛股份	1.43	29.9733	
000786	北新建材	1.42	27.6562	
002012	凯恩股份	1.42	26.3871	
603385	惠达卫浴	1.42	22.5037	
000987	越秀金控	1.42	28.3419	
300328	宜安科技	1.42	27.241999999999997	
000980	众泰汽车	1.42	18.2088	
000709	河钢股份	1.42	10.2675	
300627	华测导航	1.42	54.0161	
000766	通化金马	1.42	71.4872	
002398	建研集团	1.42	24.8547	
002421	达实智能	1.41	27.3231	
300309	吉艾科技	1.41	28.8155	
000825	太钢不锈	1.41	9.6952	
300337	银邦股份	1.41	12.2018	
600168	武汉控股	1.41	26.8239	
002835	同为股份	1.41	33.9525	
600221	海航控股	1.41	17.5802	
002009	天奇股份	1.41	29.9375	
300555	路通视信	1.41	26.3953	
300388	国祯环保	1.4	31.3778	
002855	捷荣技术	1.4	17.0	
002537	海联金汇	1.4	31.2572	
603979	金诚信	1.4	26.8441	
002103	广博股份	1.4	19.6421	
300382	斯莱克	1.4	57.3393	
600979	广安爱众	1.4	27.1518	
600576	祥源文化	1.4	37.7792	
603696	安记食品	1.4	35.0809	
002812	创新股份	1.4	23.443	
600771	广誉远	1.39	78.9339	
600894	广日股份	1.39	20.0025	
300383	光环新网	1.39	21.4186	
601228	广州港	1.39	25.3842	
002732	燕塘乳业	1.39	32.6444	
600889	南京化纤	1.39	16.9924	
600965	福成股份	1.39	35.0902	
002612	朗姿股份	1.39	54.1541	
601567	三星医疗	1.39	30.8116	
002094	青岛金王	1.39	16.0492	
300417	南华仪器	1.39	44.1225	
000966	长源电力	1.39	10.0856	
603505	金石资源	1.39	30.9815	
300538	同益股份	1.39	11.7071	
600037	歌华有线	1.38	31.6857	
000910	大亚圣象	1.38	35.5014	
300500	启迪设计	1.38	36.059	
600861	北京城乡	1.38	29.8977	
600126	杭钢股份	1.38	7.5249	
603005	晶方科技	1.38	40.7357	
600909	华安证券	1.37	48.8517	
002084	海鸥住工	1.37	20.2311	
002501	利源精制	1.37	32.4397	
002254	泰和新材	1.37	18.0834	
300079	数码科技	1.37	54.011	
600765	中航重机	1.37	27.0508	
600562	国睿科技	1.37	30.2273	
603988	中电电机	1.36	30.691	
002216	三全食品	1.36	34.4724	
601113	华鼎股份	1.36	17.2896	
002325	洪涛股份	1.36	23.0069	
002783	凯龙股份	1.36	34.4075	
000908	景峰医药	1.36	75.3207	
600738	兰州民百	1.36	21.3243	
600106	重庆路桥	1.35	89.3042	
603269	海鸥股份	1.35	30.633000000000003	
600356	恒丰纸业	1.35	28.2395	
002632	道明光学	1.35	35.205999999999996	
300220	金运激光	1.35	29.3837	
002045	国光电器	1.35	17.2847	
300532	今天国际	1.34	46.1756	
600382	广东明珠	1.34	80.7507	
000719	中原传媒	1.34	30.4838	
300269	联建光电	1.34	33.0784	
300621	维业股份	1.34	12.6282	
300521	爱司凯	1.33	50.9824	
000088	盐田港	1.33	47.2227	
002029	七匹狼	1.33	34.1782	
002393	力生制药	1.33	57.9855	
601898	中煤能源	1.33	40.5077	
002811	亚泰国际	1.33	18.332	
000716	黑芝麻	1.33	27.4068	
600587	新华医疗	1.33	19.9823	
002779	中坚科技	1.33	22.1376	
300670	大烨智能	1.33	25.6009	
002211	宏达新材	1.33	13.4674	
300691	联合光电	1.33	21.835	
601020	华钰矿业	1.33	73.7046	
600599	熊猫金控	1.33	78.0531	
300148	天舟文化	1.33	72.5328	
002066	瑞泰科技	1.33	27.234	
603698	航天工程	1.33	35.7636	
002778	高科石化	1.33	14.5284	
603789	星光农机	1.33	20.8122	
000089	深圳机场	1.33	27.644000000000002	
000863	三湘印象	1.32	41.9319	
002721	金一文化	1.32	11.4106	
002392	北京利尔	1.32	38.8857	
002792	通宇通讯	1.32	32.0173	
603031	安德利	1.32	19.1234	
300007	汉威科技	1.32	32.7934	
600996	贵广网络	1.32	33.5058	
002435	长江润发	1.32	33.0469	
300006	莱美药业	1.32	39.3651	
300063	天龙集团	1.32	9.2587	
000990	诚志股份	1.32	32.3167	
002363	隆基机械	1.32	16.2677	
300572	安车检测	1.31	48.835	
002607	亚夏汽车	1.31	7.4094	
600284	浦东建设	1.31	11.5881	
000938	紫光股份	1.31	23.6013	
002135	东南网架	1.31	10.0632	
300289	利德曼	1.31	54.6755	
603991	至正股份	1.31	27.4956	
002303	美盈森	1.31	30.6179	
300182	捷成股份	1.3	43.7935	
000731	四川美丰	1.3	19.5432	
600460	士兰微	1.3	26.8916	
300222	科大智能	1.3	38.1916	
300306	远方信息	1.3	62.6437	
300069	金利华电	1.3	38.4749	
603626	科森科技	1.3	28.6045	
600748	上实发展	1.3	53.8669	
002364	中恒电气	1.3	38.7606	
601038	一拖股份	1.3	16.3323	
600322	天房发展	1.29	20.3144	
000667	美好置业	1.29	38.9375	
000029	深深房A	1.29	25.6627	
300389	艾比森	1.29	36.6657	
600143	金发科技	1.29	13.0746	
600208	新湖中宝	1.29	16.6175	
600379	宝光股份	1.29	23.1689	
603028	赛福天	1.29	20.993000000000002	
000715	中兴商业	1.29	20.3698	
603633	徕木股份	1.29	33.8533	
603861	白云电器	1.29	29.0333	
603618	杭电股份	1.28	16.4442	
002497	雅化集团	1.28	31.8482	
600178	东安动力	1.28	9.9058	
600831	广电网络	1.28	33.9628	
002564	天沃科技	1.28	7.2265	
000415	渤海金控	1.28	28.7811	
603123	翠微股份	1.27	19.3676	
000818	航锦科技	1.27	18.1642	
600571	信雅达	1.27	55.4052	
300265	通光线缆	1.27	20.4403	
603936	博敏电子	1.27	15.8775	
000949	新乡化纤	1.27	14.8576	
002715	登云股份	1.27	26.0605	
000732	泰禾集团	1.27	19.9448	
002295	精艺股份	1.27	4.697	
000587	金洲慈航	1.26	7.5987	
300235	方直科技	1.26	63.9707	
300287	飞利信	1.26	45.1671	
600122	宏图高科	1.26	8.7317	
601611	中国核建	1.26	8.395	
002079	苏州固锝	1.26	18.2048	
002849	威星智能	1.26	30.5222	
002568	百润股份	1.26	72.3469	
002616	长青集团	1.26	19.8751	
000681	视觉中国	1.25	64.5655	
002851	麦格米特	1.25	30.5789	
000807	云铝股份	1.25	12.4367	
002358	森源电气	1.25	28.2973	
300008	天海防务	1.25	22.676	
300040	九洲电气	1.25	21.1554	
002153	石基信息	1.24	45.3906	
300114	中航电测	1.24	33.0864	
002301	齐心集团	1.24	18.5995	
601996	丰林集团	1.24	19.4739	
600565	迪马股份	1.24	19.1161	
600630	龙头股份	1.24	30.8037	
002158	汉钟精机	1.24	34.0913	
600516	方大炭素	1.24	33.2765	
603100	川仪股份	1.23	31.193	
600858	银座股份	1.23	17.1235	
600101	明星电力	1.23	12.8762	
002541	鸿路钢构	1.23	12.4791	
300329	海伦钢琴	1.23	26.7546	
000420	吉林化纤	1.23	11.5434	
002657	中科金财	1.23	37.6712	
002344	海宁皮城	1.23	53.4681	
600774	汉商集团	1.23	31.3749	
002668	奥马电器	1.23	28.3142	
300166	东方国信	1.22	50.4981	
603688	石英股份	1.22	36.8658	
002808	苏州恒久	1.22	24.8543	
000686	东北证券	1.22	23.1875	
600367	红星发展	1.22	26.2336	
603855	华荣股份	1.22	55.9876	
601788	光大证券	1.22	31.6875	
300166	东方国信	1.22	50.4981	
603688	石英股份	1.22	36.8658	
000796	凯撒旅游	1.22	16.9922	
002361	神剑股份	1.22	17.9656	
601788	光大证券	1.22	31.6875	
300192	科斯伍德	1.21	22.5519	
002627	宜昌交运	1.21	12.1306	
300505	川金诺	1.21	27.4846	
600370	三房巷	1.21	13.017999999999999	
002144	宏达高科	1.21	34.7208	
300225	金力泰	1.21	24.6555	
600278	东方创业	1.2	5.7717	
002165	红宝丽	1.2	14.8835	
600543	莫高股份	1.2	59.0684	
002703	浙江世宝	1.2	21.118000000000002	
002176	江特电机	1.2	26.2034	
603538	美诺华	1.2	35.4634	
000566	海南海药	1.2	53.3887	
002417	深南股份	1.2	24.9619	
000878	云南铜业	1.2	4.159	
603377	东方时尚	1.2	49.0177	
000528	柳工	1.2	23.4453	
600302	标准股份	1.2	19.6377	
600743	华远地产	1.19	26.9063	
603030	全筑股份	1.19	12.4817	
000778	新兴铸管	1.19	6.6067	
300410	正业科技	1.19	37.4323	
601886	江河集团	1.19	14.1985	
002634	棒杰股份	1.19	30.1088	
603628	清源股份	1.19	27.3378	
603268	松发股份	1.19	32.777	
000521	长虹美菱	1.18	19.9646	
002509	天广中茂	1.18	31.5601	
300190	维尔利	1.18	28.0566	
600517	置信电气	1.18	11.8831	
300528	幸福蓝海	1.18	46.9996	
600466	蓝光发展	1.17	25.8681	
300453	三鑫医疗	1.17	30.0761	
600272	开开实业	1.17	22.384	
000616	海航投资	1.17	47.2083	
000631	顺发恒业	1.17	24.8723	
600118	中国卫星	1.17	13.2966	
002686	亿利达	1.17	32.3756	
000547	航天发展	1.17	42.5504	
600619	海立股份	1.16	12.9199	
300490	华自科技	1.16	39.7916	
002799	环球印务	1.16	21.4323	
002667	鞍重股份	1.16	50.8483	
300262	巴安水务	1.16	37.9744	
002542	中化岩土	1.16	28.1625	
002594	比亚迪	1.16	21.0034	
600586	金晶科技	1.16	26.4959	
600353	旭光股份	1.15	17.4701	
300226	上海钢联	1.15	0.6523	
000728	国元证券	1.15	39.544000000000004	
603012	创力集团	1.14	39.8265	
002218	拓日新能	1.14	27.8052	
300227	光韵达	1.14	41.9102	
600362	江西铜业	1.14	4.1126	
603222	济民制药	1.14	42.6269	
603012	创力集团	1.14	39.8265	
300227	光韵达	1.14	41.9102	
600362	江西铜业	1.14	4.1126	
603222	济民制药	1.14	42.6269	
300165	天瑞仪器	1.14	54.3646	
002280	联络互动	1.13	54.5646	
002308	威创股份	1.13	56.4213	
600246	万通地产	1.13	50.3459	
600333	长春燃气	1.13	38.9922	
300397	天和防务	1.13	35.7406	
002430	杭氧股份	1.13	17.4717	
600054	黄山旅游	1.13	45.7035	
000407	胜利股份	1.13	16.0361	
601901	方正证券	1.12	41.3632	
002500	山西证券	1.12	26.1096	
300633	开立医疗	1.12	68.9686	
603308	应流股份	1.12	35.1131	
000971	高升控股	1.12	35.7153	
002822	中装建设	1.12	16.0586	
603017	中衡设计	1.12	23.8152	
002675	东诚药业	1.12	51.3343	
600312	平高电气	1.12	22.699	
603833	欧派家居	1.12	31.0023	
300058	蓝色光标	1.11	21.486	
601117	中国化学	1.11	13.1512	
300020	银江股份	1.11	26.1701	
002521	齐峰新材	1.11	16.1727	
300068	南都电源	1.1	14.263	
300475	聚隆科技	1.1	28.8184	
002767	先锋电子	1.1	33.436	
600502	安徽水利	1.1	10.9977	
603577	汇金通	1.1	22.5217	
600673	东阳光科	1.1	14.3365	
002362	汉王科技	1.1	46.7277	
002666	德联集团	1.1	25.2605	
000620	新华联	1.1	26.1814	
002425	凯撒文化	1.1	64.7079	
002132	恒星科技	1.1	17.8161	
002481	双塔食品	1.1	17.2417	
600640	号百控股	1.09	22.4857	
000035	中国天楹	1.09	41.9017	
002600	领益智造	1.09	10.1276	
002559	亚威股份	1.09	23.4829	
300053	欧比特	1.09	43.4144	
000961	中南建设	1.09	18.4971	
300118	东方日升	1.09	18.9278	
300589	江龙船艇	1.09	22.4927	
002741	光华科技	1.09	21.3888	
300172	中电环保	1.08	25.403000000000002	
600756	浪潮软件	1.08	41.7957	
000544	中原环保	1.08	32.2584	
300158	振东制药	1.08	41.5754	
002256	兆新股份	1.08	36.6449	
600985	雷鸣科化	1.07	35.2402	
601015	陕西黑猫	1.07	8.0365	
300603	立昂技术	1.07	13.1373	
603238	诺邦股份	1.07	18.8932	
300534	陇神戎发	1.07	30.0735	
002433	太安堂	1.07	25.68	
002538	司尔特	1.06	22.5928	
300419	浩丰科技	1.06	32.791	
002360	同德化工	1.06	41.1934	
300228	富瑞特装	1.06	28.4425	
600006	东风汽车	1.06	11.5625	
600568	中珠医疗	1.06	41.781000000000006	
601727	上海电气	1.06	23.5037	
300187	永清环保	1.06	20.693	
600008	首创股份	1.05	33.7471	
300253	卫宁健康	1.05	42.6745	
600386	北巴传媒	1.05	18.0355	
000722	湖南发展	1.05	53.213	
603126	中材节能	1.05	20.8705	
002708	光洋股份	1.05	26.7057	
002121	科陆电子	1.05	37.272	
002654	万润科技	1.04	21.0682	
002566	益盛药业	1.04	76.5429	
300451	创业软件	1.04	45.2271	
300545	联得装备	1.04	30.581999999999997	
002692	睿康股份	1.04	14.9975	
300212	易华录	1.04	27.6046	
300565	科信技术	1.04	33.3016	
002346	柘中股份	1.04	33.1405	
300195	长荣股份	1.04	29.3855	
000890	法尔胜	1.04	9.6973	
300626	华瑞股份	1.03	22.7552	
300024	机器人	1.03	32.6665	
600017	日照港	1.03	24.0716	
002644	佛慈制药	1.03	30.3606	
002544	杰赛科技	1.03	19.4062	
300339	润和软件	1.03	36.6478	
600888	新疆众和	1.03	14.9989	
600119	长江投资	1.03	7.2933	
000551	创元科技	1.02	25.7696	
300184	力源信息	1.02	9.7315	
300414	中光防雷	1.02	26.2147	
002375	亚厦股份	1.02	15.4752	
002519	银河电子	1.02	29.0442	
002522	浙江众成	1.02	33.4791	
600038	中直股份	1.02	12.7824	
601882	海天精工	1.01	25.2546	
601600	中国铝业	1.01	7.7184	
002533	金杯电工	1.01	15.3534	
002311	海大集团	1.01	9.9353	
000530	大冷股份	1.01	15.1693	
601969	海南矿业	1.01	33.439	
002177	御银股份	1.01	31.048000000000002	
002290	中科新材	1.01	19.062	
000973	佛塑科技	1.0	22.1303	
002088	鲁阳节能	1.0	29.491999999999997	
601929	吉视传媒	1.0	42.8851	
002140	东华科技	1.0	18.6154	
000056	皇庭国际	1.0	80.539	
300094	国联水产	1.0	12.2626	
002137	麦达数字	1.0	22.671999999999997	
300259	新天科技	1.0	44.3448	
002510	天汽模	1.0	22.6714	
603959	百利科技	1.0	28.3445	
600505	西昌电力	0.99	22.633000000000003	
002826	易明医药	0.99	71.6979	
600064	南京高科	0.99	41.5186	
002230	科大讯飞	0.99	48.6798	
600331	宏达股份	0.99	28.6857	
300291	华录百纳	0.99	11.8323	
600505	西昌电力	0.99	22.633000000000003	
601333	广深铁路	0.99	10.3503	
300180	华峰超纤	0.99	22.7187	
601992	金隅集团	0.98	26.4167	
002129	中环股份	0.98	16.3712	
600884	杉杉股份	0.98	26.9609	
000571	新大洲A	0.98	1.7623	
002733	雄韬股份	0.98	15.4442	
002492	恒基达鑫	0.98	41.47	
002853	皮阿诺	0.98	33.4405	
300366	创意信息	0.98	37.3052	
300411	金盾股份	0.98	36.9784	
600648	外高桥	0.97	23.171	
601360	三六零	0.97	29.3367	
601766	中国中车	0.97	22.0793	
002806	华锋股份	0.97	17.583	
002484	江海股份	0.97	23.3294	
300035	中科电气	0.97	44.4	
000425	徐工机械	0.97	17.7444	
600589	广东榕泰	0.96	26.4154	
300243	瑞丰高材	0.96	18.2188	
300619	金银河	0.96	29.0779	
600339	中油工程	0.96	12.5473	
002577	雷柏科技	0.96	27.5991	
002106	莱宝高科	0.95	14.9809	
601002	晋亿实业	0.95	26.3067	
002017	东信和平	0.95	29.0358	
002729	好利来	0.95	41.1136	
600801	华新水泥	0.94	21.4736	
600039	四川路桥	0.94	11.4418	
600510	黑牡丹	0.94	14.1323	
300082	奥克股份	0.94	9.0808	
600967	内蒙一机	0.94	14.6269	
603727	博迈科	0.94	22.8829	
002292	奥飞娱乐	0.94	46.8855	
002118	紫鑫药业	0.93	75.7449	
600052	浙江广厦	0.93	52.0376	
601375	中原证券	0.93	35.7994	
601369	陕鼓动力	0.93	22.070999999999998	
300546	雄帝科技	0.93	55.6619	
600287	江苏舜天	0.92	8.381	
300311	任子行	0.92	39.5171	
002286	保龄宝	0.92	14.1952	
002318	久立特材	0.92	22.8449	
002505	大康农业	0.92	3.6862	
002196	方正电机	0.92	22.0734	
603022	新通联	0.92	20.6723	
002175	东方网络	0.92	43.4533	
600468	百利电气	0.92	27.9177	
002565	顺灏股份	0.92	30.4846	
300120	经纬辉开	0.92	13.9846	
002331	皖通科技	0.91	18.8549	
603002	宏昌电子	0.91	11.7406	
002482	广田集团	0.91	12.6015	
000917	电广传媒	0.91	27.791999999999998	
600605	汇通能源	0.91	4.0949	
002156	通富微电	0.91	13.7014	
600527	江南高纤	0.91	16.2992	
002269	美邦服饰	0.91	49.9329	
002356	赫美集团	0.91	28.6797	
000599	青岛双星	0.91	16.1157	
300333	兆日科技	0.91	63.8766	
300104	乐视网	0.91	27.1733	
002331	皖通科技	0.91	18.8549	
300351	永贵电器	0.9	36.533	
300013	新宁物流	0.9	39.2407	
300137	先河环保	0.9	47.1311	
603606	东方电缆	0.9	13.5365	
002040	南京港	0.9	46.7242	
600848	上海临港	0.9	44.0874	
600613	神奇制药	0.9	54.3025	
002637	赞宇科技	0.9	12.2897	
002699	美盛文化	0.89	37.2887	
002438	江苏神通	0.89	33.077	
300593	新雷能	0.89	48.4535	
000016	深康佳A	0.89	14.1512	
000875	吉电股份	0.89	20.5235	
600219	南山铝业	0.89	20.2653	
300629	新劲刚	0.89	30.8612	
000687	华讯方舟	0.89	36.1118	
002202	金风科技	0.89	32.9715	
600482	中国动力	0.88	16.5399	
600111	北方稀土	0.88	16.8032	
601258	庞大集团	0.88	10.235	
002725	跃岭股份	0.88	18.7985	
300440	运达科技	0.88	48.2607	
600011	华能国际	0.88	12.3047	
002255	海陆重工	0.88	26.9511	
000155	川化股份	0.88	1.9351	
002687	乔治白	0.87	47.9103	
300331	苏大维格	0.87	29.5881	
002587	奥拓电子	0.87	38.4625	
300464	星徽精密	0.87	23.4985	
002445	中南文化	0.87	42.6077	
300412	迦南科技	0.87	46.001999999999995	
300420	五洋停车	0.87	35.5782	
300193	佳士科技	0.87	35.2804	
603117	万林股份	0.87	57.3693	
600865	百大集团	0.87	25.863000000000003	
002300	太阳电缆	0.87	8.192	
002335	科华恒盛	0.87	36.9289	
601880	大连港	0.87	12.5275	
300426	唐德影视	0.87	52.4289	
603038	华立股份	0.86	28.3938	
603999	读者传媒	0.86	34.7184	
600223	鲁商置业	0.86	18.3565	
002011	盾安环境	0.86	17.3976	
002775	文科园林	0.86	16.2377	
600560	金自天正	0.86	20.706	
300462	华铭智能	0.86	23.6046	
600721	百花村	0.85	23.2194	
000630	铜陵有色	0.85	4.2535	
600798	宁波海运	0.85	22.8686	
600798	宁波海运	0.85	22.8686	
300281	金明精机	0.85	31.2684	
002520	日发精机	0.85	27.9449	
600624	复旦复华	0.85	37.5633	
603888	新华网	0.85	50.638000000000005	
300095	华伍股份	0.85	33.7749	
002483	润邦股份	0.85	28.3099	
002220	天宝食品	0.84	18.3664	
002265	西仪股份	0.84	19.3838	
300238	冠昊生物	0.84	71.3534	
300305	裕兴股份	0.84	15.3527	
000856	冀东装备	0.84	9.2042	
000913	钱江摩托	0.84	20.090999999999998	
600200	江苏吴中	0.84	12.6177	
300245	天玑科技	0.84	37.7644	
300365	恒华科技	0.84	31.8448	
300282	三盛教育	0.83	20.9629	
600973	宝胜股份	0.83	7.1735	
300064	豫金刚石	0.83	27.2549	
000705	浙江震元	0.83	12.9697	
300300	汉鼎宇佑	0.83	28.3627	
600841	上柴股份	0.83	14.2445	
600731	湖南海利	0.83	24.2102	
600879	航天电子	0.82	17.6381	
600679	上海凤凰	0.82	16.3301	
600939	重庆建工	0.82	5.0806	
002740	爱迪尔	0.82	9.6275	
601777	力帆股份	0.82	12.169	
300536	农尚环境	0.82	24.32	
000839	中信国安	0.82	19.2811	
002246	北化股份	0.82	22.0548	
300390	天华超净	0.82	19.7868	
300582	英飞特	0.82	32.6651	
600558	大西洋	0.82	17.996	
600584	长电科技	0.82	9.8121	
300086	康芝药业	0.82	37.863	
600638	新黄浦	0.82	11.1928	
002418	康盛股份	0.82	14.3371	
002513	蓝丰生化	0.81	27.0367	
000905	厦门港务	0.81	3.8929	
300153	科泰电源	0.81	25.4626	
300202	聚龙股份	0.81	35.8889	
000701	厦门信达	0.81	3.2488	
300510	金冠电气	0.81	36.7889	
000153	丰原药业	0.81	26.6201	
000996	中国中期	0.81	11.024000000000001	
002390	信邦制药	0.81	18.2898	
300517	海波重科	0.81	20.6492	
002530	金财互联	0.8	49.4847	
002698	博实股份	0.8	36.43	
300605	恒锋信息	0.8	30.7408	
000679	大连友谊	0.8	17.4668	
000657	中钨高新	0.8	19.6227	
600171	上海贝岭	0.8	28.6184	
000888	峨眉山A	0.79	31.9172	
002797	第一创业	0.79	21.9213	
603800	道森股份	0.79	17.4983	
002547	春兴精工	0.79	18.0793	
300045	华力创通	0.79	52.0017	
000627	天茂集团	0.79	17.9288	
002235	安妮股份	0.78	29.9449	
002645	华宏科技	0.78	16.641	
002328	新朋股份	0.78	15.1917	
002724	海洋王	0.78	70.97	
002095	生意宝	0.78	36.0778	
002198	嘉应制药	0.78	69.4883	
300075	数字政通	0.78	44.3874	
600248	延长化建	0.78	9.397	
300239	东宝生物	0.78	20.8101	
600830	香溢融通	0.78	14.6084	
603085	天成自控	0.78	31.8284	
002527	新时达	0.78	23.1403	
300181	佐力药业	0.78	55.4994	
300254	仟源医药	0.78	63.8916	
