code	name	mbrg	nprg	
300256	星星科技	39.330101013183594	3.381999969482422	
002284	亚太股份	21.267099380493164	3.2088000774383545	
300298	三诺生物	29.1968994140625	2.85479998588562	
600521	华海药业	16.686800003051758	2.8480000495910645	
002153	石基信息	28.392000198364258	2.6760001182556152	
300253	卫宁健康	24.46419906616211	2.4047999382019043	
600063	皖维高新	16.441699981689453	2.377500057220459	
600551	时代出版	19.434099197387695	2.368799924850464	
002518	科士达	16.529600143432617	2.3334999084472656	
300522	世名科技	22.33530044555664	1.7101000547409058	
300381	溢多利	17.340599060058594	1.2905999422073364	
300385	雪浪环境	16.139799118041992	1.2116999626159668	
600781	辅仁药业	42.51890182495117	0.9477999806404114	
002158	汉钟精机	32.92179870605469	0.7732999920845032	
002550	千红制药	55.52349853515625	-0.03530000150203705	
300351	永贵电器	45.79330062866211	-1.2724000215530396	
000059	华锦股份	23.084699630737305	-1.7615000009536743	
300443	金雷风电	44.20130157470703	-2.061199903488159	
601163	三角轮胎	36.30870056152344	-2.252000093460083	
000677	恒天海龙	24.530899047851562	-2.447200059890747	
000905	厦门港务	63.277198791503906	-2.6993000507354736	
002219	恒康医疗	30.094600677490234	-2.866499900817871	
000883	湖北能源	37.20800018310547	-3.2316999435424805	
600705	中航资本	32.65380096435547	-3.6933000087738037	
000698	沈阳化工	59.81230163574219	-4.392899990081787	
603885	吉祥航空	22.0216007232666	-4.405399799346924	
002393	力生制药	20.67799949645996	-4.638599872589111	
603601	再升科技	23.597400665283203	-5.072199821472168	
000719	中原传媒	16.769899368286133	-5.295100212097168	
300379	东方通	30.956899642944336	-5.728300094604492	
300259	新天科技	20.97920036315918	-5.9253997802734375	
000876	新希望	19.412399291992188	-6.033100128173828	
002727	一心堂	22.66029930114746	-8.062700271606445	
000151	中成股份	71.61840057373047	-8.215100288391113	
002349	精华制药	38.98080062866211	-8.651800155639648	
603011	合锻智能	18.079099655151367	-8.770999908447266	
002730	电光科技	19.63159942626953	-9.645899772644043	
300251	光线传媒	34.962501525878906	-10.062999725341797	
000020	深华发A	39.31039810180664	-10.376399993896484	
600983	惠而浦	32.46580123901367	-10.54170036315918	
002004	华邦健康	33.917999267578125	-10.655699729919434	
300162	雷曼股份	29.138200759887695	-10.77649974822998	
002348	高乐股份	29.811800003051758	-10.898799896240234	
000532	华金资本	54.936798095703125	-11.2431001663208	
000002	万科A	27.224899291992188	-11.253800392150879	
001696	宗申动力	18.394699096679688	-11.282999992370605	
002711	欧浦智网	46.514801025390625	-11.547800064086914	
603268	松发股份	73.35690307617188	-11.724100112915039	
300435	中泰股份	30.34939956665039	-11.894599914550781	
002067	景兴纸业	28.738100051879883	-11.902999877929688	
000531	穗恒运A	65.54779815673828	-12.435500144958496	
300147	香雪制药	45.49589920043945	-12.690999984741211	
002750	龙津药业	33.23139953613281	-13.256600379943848	
002049	紫光国微	42.516300201416016	-13.517900466918945	
603866	桃李面包	23.8843994140625	-13.832200050354004	
603600	永艺股份	25.124900817871094	-13.844900131225586	
000012	南玻A	17.20509910583496	-13.959799766540527	
002102	冠福股份	517.463623046875	-14.293299674987793	
002356	赫美集团	110.36849975585938	-14.541000366210938	
603126	中材节能	18.583900451660156	-14.74779987335205	
600287	江苏舜天	21.159099578857422	-15.1048002243042	
300216	千山药机	20.910900115966797	-15.157999992370605	
603822	嘉澳环保	93.04100036621094	-15.812199592590332	
002509	天广中茂	19.811899185180664	-16.371299743652344	
601021	春秋航空	23.09469985961914	-17.297500610351562	
300077	国民技术	21.587499618530273	-17.393800735473633	
300005	探路者	21.25860023498535	-17.71430015563965	
300496	中科创达	39.042999267578125	-18.510700225830078	
300017	网宿科技	20.59950065612793	-18.836999893188477	
603988	中电电机	21.683700561523438	-19.674999237060547	
000850	华茂股份	31.255300521850586	-20.322500228881836	
002361	神剑股份	34.295799255371094	-20.326099395751953	
603789	星光农机	50.077598571777344	-20.80430030822754	
002082	万邦德	52.26559829711914	-21.0625	
300412	迦南科技	16.625099182128906	-21.4601993560791	
600638	新黄浦	92.84420013427734	-21.484600067138672	
300399	京天利	28.219900131225586	-21.51129913330078	
002191	劲嘉股份	19.232200622558594	-21.913400650024414	
002395	双象股份	17.385900497436523	-21.925899505615234	
002166	莱茵生物	30.908100128173828	-22.04829978942871	
300058	蓝色光标	28.600299835205078	-22.386899948120117	
002787	华源控股	28.593399047851562	-22.397899627685547	
000407	胜利股份	27.66900062561035	-22.607500076293945	
002398	建研集团	45.507598876953125	-22.97570037841797	
000875	吉电股份	18.566999435424805	-23.338199615478516	
300510	金冠电气	27.22130012512207	-23.74049949645996	
002124	天邦股份	35.07720184326172	-23.80109977722168	
002418	康盛股份	32.56449890136719	-23.899599075317383	
000933	神火股份	32.50559997558594	-23.960100173950195	
002645	华宏科技	37.999698638916016	-24.358600616455078	
603022	新通联	21.65559959411621	-25.10759925842285	
600312	平高电气	69.79209899902344	-25.175899505615234	
002796	世嘉科技	18.511199951171875	-25.590200424194336	
600755	厦门国贸	52.830101013183594	-25.75819969177246	
002623	亚玛顿	35.054901123046875	-25.8518009185791	
600182	S佳通	35.5900993347168	-25.948400497436523	
300426	唐德影视	53.69060134887695	-26.229700088500977	
601992	金隅集团	52.58530044555664	-26.409500122070312	
300057	万顺股份	21.085100173950195	-26.89389991760254	
002696	百洋股份	20.24329948425293	-26.983800888061523	
002324	普利特	22.830699920654297	-27.09429931640625	
000402	金融街	22.07900047302246	-29.30190086364746	
600386	北巴传媒	17.295000076293945	-29.46179962158203	
300384	三联虹普	17.04509925842285	-29.891000747680664	
000839	中信国安	35.406898498535156	-30.71030044555664	
600719	大连热电	20.563800811767578	-30.806699752807617	
000732	泰禾集团	24.509599685668945	-30.81209945678711	
002334	英威腾	44.037498474121094	-30.969200134277344	
603558	健盛集团	28.35610008239746	-31.02910041809082	
002130	沃尔核材	41.194400787353516	-32.662601470947266	
600769	祥龙电业	331.70599365234375	-32.95000076293945	
002686	亿利达	36.681400299072266	-32.972198486328125	
600221	海航控股	44.18479919433594	-33.04209899902344	
002443	金洲管道	44.629798889160156	-33.189300537109375	
002192	融捷股份	27.057300567626953	-33.5890007019043	
002769	普路通	27.697799682617188	-33.86869812011719	
002407	多氟多	25.153799057006836	-34.09619903564453	
300272	开能健康	27.340299606323242	-34.15060043334961	
300462	华铭智能	85.9126968383789	-34.25400161743164	
002725	跃岭股份	26.686500549316406	-35.579200744628906	
002165	红宝丽	30.600299835205078	-35.86349868774414	
002249	大洋电机	31.221200942993164	-36.50279998779297	
600570	恒生电子	31.41629981994629	-36.54410171508789	
000035	中国天楹	46.6083984375	-36.967899322509766	
600023	浙能电力	35.17620086669922	-38.595401763916016	
600975	新五丰	17.723800659179688	-38.6254997253418	
002547	春兴精工	19.586599349975586	-38.648799896240234	
002724	海洋王	21.43829917907715	-38.98780059814453	
002208	合肥城建	20.561899185180664	-39.788700103759766	
600127	金健米业	19.575700759887695	-40.10169982910156	
000790	泰合健康	20.63629913330078	-40.4193000793457	
600661	新南洋	20.980499267578125	-40.592201232910156	
300205	天喻信息	36.59049987792969	-40.637901306152344	
000977	浪潮信息	61.60609817504883	-40.75590133666992	
002610	爱康科技	32.405399322509766	-40.824501037597656	
300243	瑞丰高材	32.963199615478516	-40.85200119018555	
000836	鑫茂科技	18.041900634765625	-40.88600158691406	
002381	双箭股份	30.840900421142578	-41.926998138427734	
300214	日科化学	26.546100616455078	-42.968299865722656	
300043	星辉娱乐	112.26309967041016	-43.02519989013672	
000550	江铃汽车	52.68539810180664	-44.722599029541016	
600613	神奇制药	23.680700302124023	-44.92279815673828	
300023	宝德股份	48.71039962768555	-45.551700592041016	
002292	奥飞娱乐	35.06570053100586	-45.644798278808594	
600898	国美通讯	112.51370239257812	-46.66170120239258	
300265	通光线缆	98.2603988647461	-47.2859992980957	
300131	英唐智控	126.42050170898438	-47.9640998840332	
600266	北京城建	110.64610290527344	-48.025001525878906	
601777	力帆股份	27.461700439453125	-48.265499114990234	
600961	株冶集团	29.79949951171875	-48.387901306152344	
600119	长江投资	135.0821990966797	-48.42959976196289	
002719	麦趣尔	17.629899978637695	-48.88359832763672	
600143	金发科技	44.502498626708984	-48.945701599121094	
002723	金莱特	40.44369888305664	-49.32709884643555	
300318	博晖创新	28.68910026550293	-49.982601165771484	
000027	深圳能源	26.93079948425293	-50.29290008544922	
300301	长方集团	28.308799743652344	-50.96189880371094	
000899	赣能股份	20.546499252319336	-51.41579818725586	
603019	中科曙光	24.293500900268555	-51.71590042114258	
002560	通达股份	17.50749969482422	-52.35309982299805	
600318	新力金融	21.16320037841797	-57.44879913330078	
600783	鲁信创投	21.697900772094727	-57.563499450683594	
600775	南京熊猫	23.896099090576172	-57.726898193359375	
600617	国新能源	33.26969909667969	-59.38159942626953	
603569	长久物流	27.640100479125977	-59.452598571777344	
000558	莱茵体育	16.01180076599121	-62.70750045776367	
600212	江泉实业	24.849000930786133	-63.26430130004883	
601001	大同煤业	75.7239990234375	-65.44180297851562	
000679	大连友谊	27.91950035095215	-72.50890350341797	
300200	高盟新材	25.358800888061523	-73.0071029663086	
000626	远大控股	96.23919677734375	-76.431396484375	
002641	永高股份	21.97100067138672	-76.74189758300781	
002584	西陇科学	48.84320068359375	-79.19280242919922	
600011	华能国际	30.372600555419922	-80.58709716796875	
600869	智慧能源	24.743999481201172	-81.76789855957031	
600787	中储股份	88.41560363769531	-86.46099853515625	
000979	中弘股份	230.0384979248047	-88.93689727783203	
300348	长亮科技	52.39289855957031	-89.21209716796875	
000301	东方市场	49.52119827270508	-89.51339721679688	
000993	闽东电力	56.282901763916016	-91.30460357666016	
002579	中京电子	53.40890121459961	-95.32250213623047	
000150	宜华健康	89.58799743652344	-95.76709747314453	
600429	三元股份	20.71500015258789	-95.8125	
600058	五矿发展	68.84480285644531	-96.28800201416016	
600734	实达集团	42384.890625	-96.80570220947266	
002305	南国置业	22.191499710083008	-98.96080017089844	
600854	春兰股份	23.2362003326416	-116.29170227050781	
300425	环能科技	32.24359893798828	-128.00840759277344	
300359	全通教育	16.45400047302246	-131.9488983154297	
000007	全新好	41.320098876953125	-136.37789916992188	
000713	丰乐种业	50.20840072631836	-136.94500732421875	
002760	凤形股份	92.77580261230469	-141.7519989013672	
600578	京能电力	27.80299949645996	-142.41549682617188	
300495	美尚生态	29.035900115966797	-147.01809692382812	
600794	保税科技	82.08360290527344	-147.84500122070312	
300159	新研股份	17.207799911499023	-150.77490234375	
000539	粤电力A	26.072200775146484	-152.3939971923828	
601058	赛轮金宇	40.01139831542969	-155.50390625	
300229	拓尔思	27.520599365234375	-160.78750610351562	
000615	京汉股份	18.211299896240234	-184.2386016845703	
002359	北讯集团	68.77230072021484	-187.58419799804688	
300188	美亚柏科	38.78879928588867	-257.2869873046875	
001896	豫能控股	57.1505012512207	-265.3794860839844	
000519	中兵红箭	83.41850280761719	-273.1961975097656	
600469	风神股份	50.793701171875	-286.34619140625	
002212	南洋股份	69.66809844970703	-344.9363098144531	
600151	航天机电	34.79169845581055	-402.7864074707031	
002178	延华智能	16.977399826049805	-426.556396484375	
600310	桂东电力	64.72769927978516	-495.3478088378906	
600751	海航科技	11371.759765625	-508.3291931152344	
300380	安硕信息	46.347801208496094	-652.7203979492188	
300465	高伟达	73.28489685058594	-832.7998046875	
002200	云投生态	62.05540084838867	-983.1911010742188	
603322	超讯通信	21.358699798583984	-1054.80810546875	
600744	华银电力	37.54389953613281	-1220.7528076171875	
002180	纳思达	675.753173828125	-1560.6798095703125	
300404	博济医药	21.27899932861328	-2071.129150390625	
600863	内蒙华电	17.180099487304688	-2134.08740234375	
000892	欢瑞世纪	2055.689208984375	-13981.9892578125	
